,hindi,english
0,अमृतसर,Amritsar
1,अर्जुन पुरस्कार,Arjuna Award
2,इंग्लैण्ड,England
3,कपिल देव,Kapil Dev
4,क्रिकेट,Cricket
5,दिल्ली,Delhi
6,नई दिल्ली,New Delhi
7,भारत,India
8,मोहिंदर अमरनाथ,Mohinder Amarnath
9,विकेट,Wicket
10,एक दिवसीय अंतर्राष्ट्रीय,One Day International
11,क्रिकेट,Cricket
12,प्रथम श्रेणी क्रिकेट,First-class cricket
13,हिमाचल प्रदेश,Himachal Pradesh
14,नुज़हत परवीन,Nuzhat Parween
15,महेंद्र सिंह धोनी,MS Dhoni
16,मिताली राज,Mithali Raj
17,शिमला,Shimla
18,सचिन तेंदुलकर,Sachin Tendulkar
19,हरमनप्रीत कौर,Harmanpreet Kaur
20,हिमाचल प्रदेश,Himachal Pradesh
21,भारत,India
