,hindi,english
0,इलाहाबाद उच्च न्यायालय,Allahabad High Court
1,केरल,Kerala
2,केरल उच्च न्यायालय,Kerala High Court
3,भारत,India
4,विधि आयोग,Law commission
5,अर्थशास्त्र,Economics
6,केरल,Kerala
7,डिंडिगुल,Dindigul
8,तकजि शिवशंकर पिल्लै,Thakazhi Sivasankara Pillai
9,भारत,India
10,भारत सरकार,Government of India
11,लंदन,London
12,लोक प्रशासन,Public administration
13,Physics,Physics
14,केरल,Kerala
15,कोट्टायम,Kottayam
16,जुलियन श्विंगर,Julian Schwinger
17,टाटा मूलभूत अनुसंधान संस्थान,Tata Institute of Fundamental Research
18,दुर्बल अन्योन्य क्रिया,Weak interaction
19,न्यूयॉर्क,New York (state)
20,पद्म भूषण,Padma Bhushan
21,पद्म विभूषण,Padma Vibhushan
22,पीएचडी,Doctor of Philosophy
23,भारत,India
24,भारत सरकार,Government of India
25,भारतीय,Indian
26,मद्रास विश्वविद्यालय,University of Madras
27,हार्वर्ड विश्वविद्यालय,Harvard University
28,कवि,Poet
29,केरल,Kerala
30,केरल विश्वविद्यालय,University of Kerala
31,ज्ञानपीठ पुरस्कार,Jnanpith Award
32,तिरुवनंतपुरम,Thiruvananthapuram
33,पद्म विभूषण,Padma Vibhushan
34,पद्मश्री,Padma Shri
35,भारत,India
36,मलयालम,Malayalam
37,लोक सभा,Lok Sabha
38,वामपंथ,Marxism
39,साहित्य अकादमी,Sahitya Akademi
