,hindi,english
0,अमृत,Amrita
1,गुरू अमर दास,Guru Amar Das
2,लंगर,Langar (Sikhism)
3,अमर दास,Guru Amar Das
4,अमृत,Amrita
5,अमृतसर,Amritsar
6,गुरमत,Gurmata
7,गुरू अमर दास,Guru Amar Das
8,राम दास,Guru Ram Das
9,लंगर,Langar (Sikhism)
10,लाहौर,Lahore
11,सिख,Sikhs
12,सिख धर्म,Sikhism
13,सिखों के दस गुरू,Sikh gurus
14,१५७४,1574
15,अकबर,Akbar
16,अमृत,Amrita
17,अरदास,Ardās
18,अर्जुन देव,Guru Arjan
19,गुरमत,Gurmata
20,गुरु राम दास,Guru Ram Das
21,जहाँगीर,Jahangir
22,भाई गुरदास,Bhai Gurdas
23,राम दास,Guru Ram Das
24,सिख,Sikhs
25,सिखों के दस गुरू,Sikh gurus
26,अर्जुन देव,Guru Arjan
27,गुरमत,Gurmata
28,गुरु अर्जुन देव,Guru Arjan
29,गुरु नानक,Guru Nanak
30,गुरु नानक देव,Guru Nanak
31,गुरुद्वारा,Gurdwara
32,नानक देव,Guru Nanak
33,पंजाब,Punjab
34,भाई गुरदास,Bhai Gurdas
35,सिख,Sikhs
36,सिख धर्म,Sikhism
37,सिखों के दस गुरू,Sikh gurus
