,hindi,english
0,ज़ीनत अमान,Zeenat Aman
1,पाउली दाम,Paoli Dam
2,ममता कुलकर्णी,Mamta Kulkarni
3,राधिका आप्टे,Radhika Apte
4,रिया सेन,Riya Sen
5,शर्लिन चोपड़ा,Sherlyn Chopra
6,सोनाली राऊत,Sonali Raut
7,हिन्दी,Hindi
8,अभिनय,Acting
9,अभिनेता,Actor
10,अक्षय खन्ना,Akshaye Khanna
11,अभिनेता,Actor
12,कैंसर,Cancer
13,गुरदासपुर,Gurdaspur
14,गुरुवार,Thursday
15,दादा साहेब फाल्के पुरस्कार,Dadasaheb Phalke Award
16,नासिक,Nashik
17,पंजाब,Punjab
18,पाकिस्तान,Pakistan
19,पेशावर,Peshawar
20,फिल्मफेयर,Filmfare Awards
21,ब्रितानी भारत,British Raj
22,भाजपा,Bharatiya Janata Party
23,मुंबई,Mumbai
24,मुम्बई,Mumbai
25,रजनीश,Rajneesh
26,रविवार,Sunday
27,राहुल खन्ना,Rahul Khanna
28,हम तुम और वो,Hum Tum Aur Woh (1971 film)
29,हिन्दी,Hindi
30,१९४६,1946
31,२०१७,2017
32,२७ अप्रैल,April 27
33,६ अक्टूबर,October 6
34,अभिनेता,Actor
35,हिन्दी,Hindi
