,hindi,english
0,ईडन गार्डन्स,Eden Gardens
1,कोलंबो,Colombo
2,कोलकाता,Kolkata
3,जालंधर,Jalandhar
4,टेस्ट क्रिकेट,Test cricket
5,डरबन,Durban
6,बंगाल,Bengal
7,महाराष्ट्र,Maharashtra
8,मुम्बई,Mumbai
9,राजस्थान,Rajasthan
10,श्रीलंका,Sri Lanka
11,अनिल कुंबले,Anil Kumble
12,एक दिवसीय अंतर्राष्ट्रीय,One Day International
13,क्रिकेट,Cricket
14,खेल कमेंटेटर,Sports commentator
15,टेस्ट क्रिकेट,Test cricket
16,भारत,India
17,भारतीय क्रिकेट टीम,India national cricket team
18,महाराष्ट्र,Maharashtra
19,अर्जुन पुरस्कार,Arjuna Award
20,इंग्लैंड,England
21,इंडियन प्रीमियर लीग,Indian Premier League
22,इयान चैपल,Ian Chappell
23,एक दिवसीय अंतरराष्ट्रीय,One Day International
24,एक दिवसीय अंतरराष्ट्रीय क्रिकेट के कीर्तिमानों की सूची,List of One Day International cricket records
25,ऐतिहासिक,History
26,ऑस्ट्रेलिया,Australia
27,कराची,Karachi
28,क्रिकेट,Cricket
29,जिम्बाब्वे,Zimbabwe
30,टेस्ट क्रिकेट,Test cricket
31,ट्विटर,Twitter
32,डेनिस लिली,Dennis Lillee
33,न्यूजीलैंड,New Zealand
34,पद्म विभूषण,Padma Vibhushan
35,पद्मश्री,Padma Shri
36,पाकिस्तान,Pakistan
37,प्रथम श्रेणी क्रिकेट,First-class cricket
38,बहन,Sister
39,बांग्लादेश,Bangladesh
40,भारत,India
41,भारत रत्न,Bharat Ratna
42,भारत सरकार,Government of India
43,भारतीय क्रिकेट टीम,India national cricket team
44,मदर टेरेसा,Mother Teresa
45,महानतम भारतीय (सर्वेक्षण),The Greatest Indian
46,महाराष्ट्र भूषण पुरस्कार,Maharashtra Bhushan Award
47,महेंद्र सिंह धोनी,MS Dhoni
48,मुंबई,Mumbai
49,मुंबई इंडियंस,Mumbai Indians
50,मैथ्यू हेडन,Matthew Hayden
51,मोहम्मद अजहरुद्दीन,Mohammad Azharuddin
52,राजापुर,"Rajapur, Maharashtra"
53,राजीव गांधी,Rajiv Gandhi
54,राजीव गांधी खेल रत्न,Rajiv Gandhi Khel Ratna
55,राज्य सभा,Rajya Sabha
56,राहुल द्रविड़,Rahul Dravid
57,वानखेड़े स्टेडियम,Wankhede Stadium
58,शान मार्श,Shaun Marsh
59,श्रीलंका,Sri Lanka
60,सचिन: ए बिलियन ड्रीम्स,Sachin: A Billion Dreams
61,सचिन : ए बिलियन ड्रीम्स,Sachin: A Billion Dreams
62,सचिन तेंदुलकर के अन्तरराष्ट्रीय क्रिकेट शतकों की सूची,List of international cricket centuries by Sachin Tendulkar
63,सचिन देव बर्मन,S. D. Burman
64,सौरभ गांगुली,Sourav Ganguly
65,१९८९,1989
66,२०११ क्रिकेट विश्व कप,2011 Cricket World Cup
67,करम अपना अपना,Karam Apnaa Apnaa
68,बिग बॉस,Bigg Boss (Hindi TV series)
69,सीआईडी (धारावाहिक),CID (Indian TV series)
