,hindi,english
0,कवि,Poet
1,काशीराम दास,Kashiram Das
2,क्षत्रिय,Kshatriya
3,नगेंद्रनाथ वसु,Nagendranath Basu
4,पद्मा,Padma River
5,महाभारत,Mahabharata
6,राम,Rama
7,रामायण,Ramayana
8,वाल्मीकि,Valmiki
9,सुकुमार सेन,Sukumar Sen (linguist)
10,अनुवाद,Translation
11,कवि,Poet
12,काव्य,Poetry
13,कृत्तिवास ओझा,Krittibas Ojha
14,पुराण,Puranas
15,बंगाल,Bengal
16,महाभारत,Mahabharata
17,मृत्यु,Death
18,रामायण,Ramayana
19,वाल्मीकि,Valmiki
20,अन्नदामंगल,Annada Mangal
21,ईश्वरचंद्र गुप्त,Ishwar Chandra Gupta
22,नवद्वीप,Nabadwip
23,बंगाल,Bengal
24,हावड़ा जिला,Howrah district
25,भारत,India
