,hindi,english
0,असमिया,Assamese language
1,आठवीं अनुसूची,Eighth Schedule to the Constitution of India
2,उड़िया,Odia language
3,उमाशंकर जोशी,Umashankar Joshi
4,उर्दू,Urdu
5,कन्नड,Kannada
6,कांस्य,Bronze
7,काका कालेलकर,Kaka Kalelkar
8,गुजराती,Gujarati language
9,जगदीशचंद्र माथुर,Jagdish Chandra Mathur
10,जी शंकर कुरुप,G. Sankara Kurup
11,जैनेंद्र कुमार,Jainendra Kumar
12,तमिल,Tamils
13,तेलुगू,Telugu language
14,धर्मवीर भारती,Dharamvir Bharati
15,निसीम इजेकिल,Nissim Ezekiel
16,पंजाबी,Punjabi
17,बांग्ला,Bengali language
18,भगवती चरण वर्मा,Bhagwati Charan Verma
19,भारत,India
20,भारतीय ज्ञानपीठ,Bharatiya Jnanpith
21,भारतीय साहित्य,Indian literature
22,मन्मथनाथ गुप्त,Manmath Nath Gupta
23,मराठी,Marathi language
24,मलयालम,Malayalam
25,मालवा,Malwa
26,मुल्कराज आनंद,Mulk Raj Anand
27,रामधारी सिंह दिनकर,Ramdhari Singh Dinkar
28,लंदन,London
29,लक्ष्मीमल सिंघवी,Laxmi Mall Singhvi
30,विनायक कृष्ण गोकाक,Vinayaka Krishna Gokak
31,सुरेंद्र मोहंती,Surendra Mohanty
32,हजारी प्रसाद द्विवेदी,Hazari Prasad Dwivedi
33,हिन्दी,Hindi
34,१०३५,1035
35,१९६१,1961
36,उपन्यास,Novel
37,मालाबार,Malabar region
38,उपन्यास,Novel
39,गुरसागरम्,Gurusagaram
40,मलयालम भाषा,Malayalam
41,कवि,Poet
42,केरल,Kerala
43,केरल विश्वविद्यालय,University of Kerala
44,ज्ञानपीठ पुरस्कार,Jnanpith Award
45,तिरुवनंतपुरम,Thiruvananthapuram
46,पद्म विभूषण,Padma Vibhushan
47,पद्मश्री,Padma Shri
48,भारत,India
49,मलयालम,Malayalam
50,लोक सभा,Lok Sabha
51,वामपंथ,Marxism
52,साहित्य अकादमी,Sahitya Akademi
