,hindi,english
0,अर्थशास्त्र,Economics
1,आन्ध्र प्रदेश,Andhra Pradesh
2,चित्तूर,"Chittoor, Andhra Pradesh"
3,तिरुपति,Tirumala Tirupati
4,तेलुगु देशम पार्टी,Telugu Desam Party
5,विधान सभा,State Legislative Assembly (India)
6,श्री वेंकटेश्वर विश्वविद्यालय,Sri Venkateswara University
7,हैदराबाद,Hyderabad
8,१९५०,1950
9,२० अप्रैल,April 20
10,आन्ध्र प्रदेश,Andhra Pradesh
11,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
12,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
13,वाई एस आर कांग्रेस पार्टी,YSR Congress Party
14,वाई एस राजशेखर रेड्डी,Y. S. Rajasekhara Reddy
