,hindi,english
0,अवध,Awadh
1,तवायफ़,Tawaif
2,नस्तालीक़,Nastaliq
3,नाना साहेब,Nana Saheb
4,नेपाल,Nepal
5,फ़ैज़ाबाद,Faizabad
6,बिरजिस क़द्र,Birjis Qadr
7,रानी लक्ष्मीबाई,Rani of Jhansi
8,लखनऊ,Lucknow
9,वाजिद अली शाह,Wajid Ali Shah
10,विक्टोरिया,Queen Victoria
11,हरम,Harem
12,उत्तर प्रदेश,Uttar Pradesh
13,बलिया,Ballia
14,बैरकपुर,Barrackpore
15,भारत,India
16,मेरठ,Meerut
17,हिन्दुस्तान,Hindustan
18,ओरछा,Orchha
19,कालपी,Kalpi
20,कृष्णा कुमारी,Krishna Kumari (princess)
21,गंगाधर राव,Gangadhar Rao
22,ग्वालियर,Gwalior
23,झलकारी बाई,Jhalkaribai
24,झाँसी,Jhansi
25,तात्या टोपे,Tantia Tope
26,दतिया,Datia
27,बाजीराव द्वितीय,Baji Rao II
28,बाजीराव प्रथम,Baji Rao I
29,मराठा,Maratha (caste)
30,मृत्यु,Death
31,वाराणसी,Varanasi
32,असहयोग आन्दोलन,Non-cooperation movement
33,इलाहाबाद विश्वविद्यालय,University of Allahabad
34,उत्तर प्रदेश,Uttar Pradesh
35,कांग्रेस समाजवादी दल,Congress Socialist Party
36,जयप्रकाश नारायण,Jayaprakash Narayan
37,जवाहरलाल नेहरू,Jawaharlal Nehru
38,पत्रकार,Journalist
39,प्राकृत,Prakrit
40,बौद्ध दर्शन,Buddhist philosophy
41,भारत,India
42,मदनमोहन मालवीय,Madan Mohan Malaviya
43,राममनोहर लोहिया,Ram Manohar Lohia
44,संयुक्त प्रांत,United Provinces (1937–50)
45,समाजवाद,Socialism
46,सीतापुर,Sitapur
47,स्वामी रामतीर्थ,Rama Tirtha
