,hindi,english
0,ईश्वरचन्द्र विद्यासागर,Ishwar Chandra Vidyasagar
1,उत्तर चौबीस परगना,North 24 Parganas district
2,कलकाता,Kolkata
3,चर्यापद,Charyapada
4,नैहाटि,Naihati
5,बंगला साहित्य,Bengali literature
6,बांग्ला,Bengali language
7,बांग्ला साहित्य,Bengali literature
8,भारत,India
9,संस्कृत,Sanskrit
10,अंग्रेजी साहित्य,English literature
11,इतिहास,History
12,कलकत्ता विश्वविद्यालय,University of Calcutta
13,कायस्थ,Kayastha
14,जयपुर,Jaipur
15,दार्जिलिंग,Darjeeling
16,पटना,Patna
17,बांग्लादेश,Bangladesh
18,भारत,India
19,कहानी–संग्रह,Narrative
20,पद्म भूषण,Padma Bhushan
21,पश्चिम बंगाल,West Bengal
22,बंगाली भाषा,Bengali language
23,साहित्य अकादमी,Sahitya Akademi
24,१९५६,1956
25,ढाका विश्वविद्यालय,University of Dhaka
26,भारत,India
27,रामकृष्ण परमहंस,Ramakrishna
28,शिकागो विश्वविद्यालय,University of Chicago
29,स्वामी विवेकानन्द,Swami Vivekananda
