,hindi,english
0,अमित शाह,Amit Shah
1,असम,Assam
2,केशब चंद्र गोगोई,Kesab Chandra Gogoi
3,गुवाहाटी उच्च न्यायालय,Gauhati High Court
4,दीपक मिश्रा,Dipak Misra
5,पंजाब और हरियाणा उच्च न्यायालय,Punjab and Haryana High Court
6,पूर्वोत्तर भारत,Northeast India
7,भारत,India
8,भारत का उच्चतम न्यायालय,Supreme Court of India
9,भारत के मुख्य न्यायाधीश,List of chief justices of India
10,भारतीय,Indian
11,असमिया भाषा,Assamese language
12,समालोचना,Criticism
13,साहित्य अकादमी,Sahitya Akademi
14,असम,Assam
15,पद्म भूषण,Padma Bhushan
16,भारत,India
17,भारत सरकार,Government of India
18,१९७६,1976
19,असम,Assam
20,असमिया भाषा,Assamese language
21,असमिया साहित्य,Assamese literature
22,आत्महत्या,Suicide
23,उपन्यास,Novel
24,उल्फा,United Liberation Front of Assam
25,कश्मीर,Kashmir
26,गुवाहाटी,Guwahati
27,गुवाहाटी विश्वविद्यालय,Gauhati University
28,ज्ञानपीठ पुरस्कार,Jnanpith Award
29,दिल्ली विश्वविद्यालय,University of Delhi
30,भारत,India
31,महिला सशक्तीकरण,Women's empowerment
32,रामायण,Ramayana
33,विवाह,Marriage
34,शिलांग,Shillong
35,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
36,१४ नवम्बर,November 14
37,१९४३,1943
