,hindi,english
0,अर्जुन,Arjuna
1,भारत,India
2,भारत सरकार,Government of India
3,पंजाब,Punjab
4,बरनाला,Barnala
5,भारत,India
6,सिख,Sikhs
7,अर्जुन,Arjuna
8,इंदिरा गाँधी,Indira Gandhi
9,कला,Art
10,छत्तीसगढ़,Chhattisgarh
11,तानपूरा,Tanpura
12,दुःशासन,Dushasana
13,द्रौपदी,Draupadi
14,पंडवानी,Pandavani
15,पद्म भूषण,Padma Bhushan
16,पद्मश्री,Padma Shri
17,भारत,India
18,भारत सरकार,Government of India
19,भिलाई,Bhilai
20,भीम,Bhima
21,महाभारत,Mahabharata
22,संगीत नाटक अकादमी पुरस्कार,Sangeet Natak Akademi
23,१९५६,1956
24,१९९५,1995
25,२००३,2003
26,२००७,2007
27,२४ अप्रैल,April 24
28,कार्टून,Animated film
29,कार्टून वाच,Cartoon Watch
30,छत्तीसगढ़,Chhattisgarh
31,द हितवाद,The Hitavada
32,दुर्ग,Durg
33,देशबंधु,Deshbandhu (newspaper)
34,दैनिक भास्कर,Dainik Bhaskar
35,पांडिचेरी,Pondicherry
36,भिलाई,Bhilai
37,रायपुर,Raipur
38,१९७०,1970
39,१९९१,1991
40,१९९२,1992
41,१९९६,1996
42,२००८,2008
43,५ सितम्बर,September 5
