,hindi,english
0,असम,Assam
1,गणित,Mathematics
2,गुवाहाटी,Guwahati
3,जैवप्रौद्योगिकी,Biotechnology
4,डिब्रूगढ़ विश्वविद्यालय,Dibrugarh University
5,पदार्थ विज्ञान,Materials science
6,पीएचडी,Doctor of Philosophy
7,बहुलक,Polymer
8,भारत,India
9,भौतिक विज्ञानी,Physicist
10,भौतिकी,Physics
11,वैज्ञानिक,Scientist
12,1838,1838
13,2005,2005
14,अंग्रेज़ी,English language
15,अंग्रेज़ी भाषा,English language
16,अमेरिका,United States
17,अहमदाबाद,Ahmedabad
18,आर के लक्ष्मण,R. K. Laxman
19,इन्दौर,Indore
20,एम जे अकबर,M. J. Akbar
21,कानपुर,Kanpur
22,कार्टूनिस्ट,Cartoonist
23,कोलकाता,Kolkata
24,गुरचरण दास,Gurcharan Das
25,गोवा,Goa
26,चंडीगढ़,Chandigarh
27,चेन्नई,Chennai
28,जयपुर,Jaipur
29,दिल्ली,Delhi
30,दैनिक समाचार पत्र,Newspaper
31,नवभारत टाइम्स,Navbharat Times
32,नागपुर,Nagpur
33,पटना,Patna
34,पुणे,Pune
35,बिजनौर,Bijnor
36,बेंगलुरु,Bangalore
37,ब्रिटिश राज,British Raj
38,भारत,India
39,भुवनेश्वर,Bhubaneswar
40,भोपाल,Bhopal
41,मुंबई,Mumbai
42,मुंबई मिरर,Mumbai Mirror
43,मैसूर,Mysore
44,यूरोप,Europe
45,रांची,Ranchi
46,लखनऊ,Lucknow
47,शोभा डे,Shobhaa De
48,समाचार पत्र,Newspaper
49,सूरत,Surat
50,स्वतंत्रता,Independence
51,हिन्दी,Hindi
52,गुजरात,Gujarat
53,भारत,India
54,कच्छी भाषा,Kutchi language
55,क्षेत्रफल,Area
56,गुजरात,Gujarat
57,गुजरात के जिले,List of districts of Gujarat
58,गुजराती भाषा,Gujarati language
59,धोलावीरा,Dholavira
60,भारत,India
61,भुज,Bhuj
62,राजधानी,Capital city
63,सिंधु घाटी सभ्यता,Indus Valley Civilisation
