,hindi,english
0,अमित शाह,Amit Shah
1,असम,Assam
2,इंटरनेट मूवी डेटाबेस,IMDb
3,पटना,Patna
4,बिहार,Bihar
5,भारत,India
6,भारतीय जनता पार्टी,Bharatiya Janata Party
7,भिखारी ठाकुर,Bhikhari Thakur
8,लखनऊ,Lucknow
9,शास्त्रीय संगीत,Indian classical music
10,सुशील कुमार मोदी,Sushil Kumar Modi
11,असम,Assam
12,कलकत्ता,Kolkata
13,देवदास,Devdas
14,असम,Assam
15,असमिया भाषा,Assamese language
16,असमिया भाषा उन्नति साधिनी सभा,Oxomiya Bhaxa Unnati Xadhini Xobha
17,असमिया साहित्य,Assamese literature
18,लक्ष्मीनाथ बेजबरुवा,Lakshminath Bezbaroa
19,हेमचंद्र गोस्वामी,Hemchandra Goswami
