,hindi,english
0,कोलकाता,Kolkata
1,तलत महमूद,Talat Mahmood
2,पश्चिम बंगाल,West Bengal
3,मौसमी चटर्जी,Moushumi Chatterjee
4,रवींद्र संगीत,Rabindra Sangeet
5,वाराणसी,Varanasi
6,सुभाष मुखोपाध्याय,Subhash Mukhopadhyay (poet)
7,इंटरनेट मूवी डेटाबेस,IMDb
8,पाकीज़ा,Pakeezah
9,भारत,India
10,लता मंगेशकर,Lata Mangeshkar
11,वाराणसी,Varanasi
12,हिन्दी सिनेमा,Bollywood
13,असमिया,Assamese language
14,गुजराती,Gujarati language
15,ज़ी सिने पुरस्कार,Zee Cine Awards
16,तमिल,Tamils
17,तेलुगु,Telugu language
18,पार्श्वगायिका,Playback singer
19,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
20,बंगाली,Bengali language
21,मराठी,Marathi language
22,राम गोपाल वर्मा,Ram Gopal Varma
23,स्टार स्क्रीन पुरस्कार,Screen Awards
