,hindi,english
0,अलीगढ़,Aligarh
1,इटावा,Etawah
2,उत्तर प्रदेश,Uttar Pradesh
3,"उत्तर प्रदेश हिन्दी संस्थान, लखनऊ",Uttar Pradesh Hindi Sansthan
4,एटा,Etah
5,कवि सम्मेलन,Kavi sammelan
6,कानपुर,Kanpur
7,गाँव,Village
8,गीत,Song
9,दिल्ली,Delhi
10,पद्म भूषण,Padma Bhushan
11,पद्म श्री,Padma Shri
12,प्रेम पुजारी,Prem Pujari
13,फ़िल्म,Film
14,भारत,India
15,भारत सरकार,Government of India
16,मेरठ,Meerut
17,मेरा नाम जोकर,Mera Naam Joker
18,शर्मीली,Sharmeelee
19,शिक्षा,Education
20,संयुक्त प्रान्त आगरा व अवध,United Provinces of Agra and Oudh
21,साहित्य,Literature
22,हिन्दी,Hindi
23,अगस्त,August
24,ईरान,Iran
25,उच्चायुक्त,High commissioner
26,कोलकाता,Kolkata
27,पश्चिम बंगाल,West Bengal
28,बराक ओबामा,Barack Obama
29,भारत,India
30,भारत के उपराष्ट्रपति,Vice President of India
31,भारतीय,Indian
32,भारतीय विदेश सेवा,Indian Foreign Service
33,मुख्तार अंसारी,Mukhtar Ansari
34,मुख्तार अहमद अंसारी,Mukhtar Ahmed Ansari
35,वेंकैया नायडू,Venkaiah Naidu
36,शिमला,Shimla
37,संयुक्त अरब अमीरात,United Arab Emirates
38,संयुक्त राष्ट्र,United Nations
39,१ अप्रैल,April 1
40,2000,2000
41,अमृत लाल नागर,Amritlal Nagar
42,आकाशवाणी,All India Radio
43,आज तक,Aaj Tak
44,उत्तर रेलवे,Northern Railway zone
45,उपन्यास,Novel
46,उर्दू,Urdu
47,कवि सम्मेलन,Kavi sammelan
48,कैंसर,Cancer
49,दूरदर्शन,Television
50,दैनिक जागरण,Dainik Jagran
51,नई दिल्ली,New Delhi
52,नवभारत टाइम्स,Navbharat Times
53,पटकथा,Screenplay
54,पद्मश्री,Padma Shri
55,पद्मश्री सम्मान,Padma Shri
56,प्रेस ट्रस्ट ऑफ़ इंडिया,Press Trust of India
57,बरेली,Bareilly
58,भारतीय रेलवे,Indian Railways
59,लखनऊ,Lucknow
60,व्यंग्य,Parody
61,शरद जोशी,Sharad Joshi
62,शहर,City
63,स्वदेश,Swades
64,हरिशंकर परसाई,Harishankar Parsai
65,हिन्दुस्तान टाइम्स,Hindustan Times
66,इलाहाबाद विश्वविद्यालय,University of Allahabad
67,उत्तर प्रदेश,Uttar Pradesh
68,उर्दू भाषा,Urdu
69,गहमर,Gahmar
70,गुरुकुल कांगड़ी विश्वविद्यालय,Gurukul Kangri Vishwavidyalaya
71,गोरखपुर,Gorakhpur
72,चन्दौसी,Chandausi
73,नैनीताल,Nainital
74,पंजाब विश्वविद्यालय,Panjab University
75,पंजाबी,Punjabi
76,प्राकृत,Prakrit
77,भदोही,Bhadohi
78,भाषाविज्ञान,Linguistics
79,यजुर्वेद,Yajurveda
80,लाहौर,Lahore
81,वाराणसी,Varanasi
82,विवाह,Marriage
83,वेद,Vedas
84,संस्कृत व्याकरण,Sanskrit grammar
85,सम्पूर्णानन्द संस्कृत विश्वविद्यालय,Sampurnanand Sanskrit Vishwavidyalaya
86,हजारीप्रसाद द्विवेदी,Hazari Prasad Dwivedi
87,हरिद्वार,Haridwar
88,हिन्दी,Hindi
