,hindi,english
0,भारतीय महिला हॉकी टीम,India women's national field hockey team
1,अभिजीत,Abhijeet
2,अर्जुन पुरस्कार,Arjuna Award
3,भारत,India
4,भीलवाड़ा,Bhilwara
5,राजस्थान,Rajasthan
6,शतरंज,Chess
7,अर्जुन पुरस्कार,Arjuna Award
8,एशियाई खेल,Asian Games
9,कुश्ती,Wrestling
10,कृष्णकुमार बिड़ला,K. K. Birla
11,चिड़ावा,Chirawa
12,तहसील,Tehsil
13,दिल्ली,Delhi
14,नई दिल्ली,New Delhi
15,पहलवानी,Pehlwani
16,पाकिस्तान,Pakistan
17,बादाम,Almond
18,ब्रह्मचर्य,Brahmacarya
19,भारत,India
20,भारत सरकार,Government of India
21,मन्दिर,Hindu temple
22,मृत्यु,Death
23,मेरठ,Meerut
24,राजस्थान,Rajasthan
25,हनुमान,Hanuman
26,हरिद्वार,Haridwar
27,हिन्दू,Hindus
28,१९०१,1901
29,१९८३,1983
30,१९८७,1987
31,इस्पात,Steel
32,ब्रिटेन,Britain
33,भारतीय,Indian
34,राजस्थान,Rajasthan
35,लंदन,London
