,hindi,english
0,इंडियन प्रीमियर लीग,Indian Premier League
1,कैरेबियन प्रीमियर लीग,Caribbean Premier League
2,कोलकाता,Kolkata
3,कोलकाता नाइट राइडर्स,Kolkata Knight Riders
4,जूही चावला,Juhi Chawla
5,ट्वेन्टी ट्वेन्टी,Twenty20
6,दिनेश कार्तिक,Dinesh Karthik
7,नाइट राइडर,Knight Rider (1982 TV series)
8,ब्रेंडन मैकुलम,Brendon McCullum
9,भारत,India
10,मुंबई,Mumbai
11,शाहरुख खान,Shah Rukh Khan
12,इंडियन प्रीमियर लीग,Indian Premier League
13,कोलकाता,Kolkata
14,गुजरात लॉयन्स,Gujarat Lions
15,चेन्नई,Chennai
16,चेन्नई सुपर किंग्स,Chennai Super Kings
17,न्यूज़ीलैंड,New Zealand
18,न्यूज़ीलैंड क्रिकेट टीम,New Zealand national cricket team
19,भारत,India
20,भारतीय क्रिकेट टीम,India national cricket team
21,महेंद्र सिंह धोनी,MS Dhoni
22,मुंबई,Mumbai
23,मुंबई इंडियंस,Mumbai Indians
24,रविन्द्र जडेजा,Ravindra Jadeja
25,राइजिंग पुणे सुपरजायंट,Rising Pune Supergiant
26,राइजिंग पुणे सुपरजायंट्स,Rising Pune Supergiant
27,राजस्थान रॉयल्स,Rajasthan Royals
28,सनराइजर्स हैदराबाद,Sunrisers Hyderabad
29,सुरेश रैना,Suresh Raina
30,स्टीफन फ्लेमिंग,Stephen Fleming
31,स्पॉट फिक्सिंग,Spot-fixing
32,हैदराबाद,Hyderabad
33,२००८ इंडियन प्रीमियर लीग,2008 Indian Premier League
34,२०१० इंडियन प्रीमियर लीग,2010 Indian Premier League
35,२०१३ इंडियन प्रीमियर लीग,2013 Indian Premier League
36,२०१६ इंडियन प्रीमियर लीग,2016 Indian Premier League
37,२०१७ इंडियन प्रीमियर लीग,2017 Indian Premier League
38,२०१८ इंडियन प्रीमियर लीग,2018 Indian Premier League
39,इंडियन प्रीमियर लीग,Indian Premier League
40,गौतम गंभीर,Gautam Gambhir
41,चेन्नई,Chennai
42,चेन्नई सुपर किंग्स,Chennai Super Kings
43,टेस्ट क्रिकेट,Test cricket
44,पार्थिव पटेल,Parthiv Patel
45,प्रथम श्रेणी क्रिकेट,First-class cricket
46,भारतीय,Indian
47,रणजी ट्रॉफी,Ranji Trophy
48,२०१० आईसीसी विश्व ट्वेन्टी २०,2010 ICC World Twenty20
49,अहमदाबाद,Ahmedabad
50,इंडियन प्रीमियर लीग,Indian Premier League
51,एक दिवसीय अंतर्राष्ट्रीय,One Day International
52,एम ए चिदंबरम स्टेडियम,M. A. Chidambaram Stadium
53,कांचीपुरम,Kanchipuram
54,कोलकाता नाइट राइडर्स,Kolkata Knight Riders
55,कोलम्बो,Colombo District
56,चेन्नई,Chennai
57,चेन्नई सुपर किंग्स,Chennai Super Kings
58,टेस्ट क्रिकेट,Test cricket
59,ट्वेन्टी ट्वेन्टी,Twenty20
60,तमिलनाडु,Tamil Nadu
61,दक्षिण अफ्रीका क्रिकेट टीम,South Africa national cricket team
62,न्यूज़ीलैंड क्रिकेट टीम,New Zealand national cricket team
63,पाकिस्तान क्रिकेट टीम,Pakistan national cricket team
64,प्रथम श्रेणी क्रिकेट,First-class cricket
65,भारत,India
66,भारतीय,Indian
67,भारतीय क्रिकेट टीम,India national cricket team
68,लिस्ट ए क्रिकेट,List A cricket
69,वेस्टइंडीज क्रिकेट टीम,West Indies cricket team
70,श्रीलंका क्रिकेट टीम,Sri Lanka national cricket team
71,२०१८ इंडियन प्रीमियर लीग,2018 Indian Premier League
