,hindi,english
0,इंटरनेट मूवी डेटाबेस,IMDb
1,किरण खेर,Kirron Kher
2,प्राचीन भारत,Outline of ancient India
3,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेता पुरस्कार,Filmfare Award for Best Actor
4,फ़िल्मफ़ेयर सर्वश्रेष्ठ हास्य अभिनेता पुरस्कार,Filmfare Award for Best Performance in a Comic Role
5,भारत,India
6,भारतवर्ष (टीवी सीरीज),Bharatvarsh (TV series)
7,शिमला,Shimla
8,अरविन्द गौड़,Arvind Gaur
9,इंटरनेट मूवी डेटाबेस,IMDb
10,एली एवराम,Elli AvrRam
11,गिरीश कर्नाड,Girish Karnad
12,ज़ी सिने पुरस्कार,Zee Cine Awards
13,तनु वेड्स मनु,Tanu Weds Manu
14,तनु वेड्स मनु रिटर्न्स,Tanu Weds Manu: Returns
15,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेत्री पुरस्कार,Filmfare Award for Best Actress
16,फ़िल्मफ़ेयर सर्वश्रेष्ठ सहायक अभिनेत्री पुरस्कार,Filmfare Award for Best Supporting Actress
17,मुम्बई,Mumbai
18,राय लक्ष्मी,Raai Laxmi
19,स्टार स्क्रीन पुरस्कार,Screen Awards
20,हर्षिका पूनच्चा,Harshika Poonacha
21,हिमाचल प्रदेश,Himachal Pradesh
22,हुमा क़ुरैशी (अभिनेत्री),Huma Qureshi (actress)
23,इंटरनेट मूवी डेटाबेस,IMDb
24,चेतन आनन्द,Chetan Anand (director)
25,रीडिफ.कॉम,Rediff.com
26,शिमला,Shimla
27,इंटरनेट मूवी डेटाबेस,IMDb
28,फिर भी ना माने... बद्तमीज़ दिल,Phir Bhi Na Maane...Badtameez Dil
29,भारत,India
