,hindi,english
0,1948,1948
1,असहयोग आंदोलन,Non-cooperation movement
2,कर्नाटक,Karnataka
3,कारवार,Karwar
4,ग्रेट ब्रिटेन,Great Britain
5,द्वितीय विश्व युद्ध,World War II
6,परमवीर चक्र,Param Vir Chakra
7,बॉम्बे सैपर्स,Bombay Engineer Group
8,भारत,India
9,भारतीय सेना,Indian Armed Forces
10,राजौरी,Rajouri
11,इंटरनेट मूवी डेटाबेस,IMDb
12,मराठी भाषा,Marathi language
13,विजया राजाध्यक्ष,Vijaya Rajadhyaksha
14,साहित्य अकादमी,Sahitya Akademi
15,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
16,गीतरामायण,Geet Ramayan
