,hindi,english
0,गोत्र,Gotra
1,जाट,Jat people
2,सिरसा,Sirsa
3,हरियाणा,Haryana
4,रेवाड़ी,Rewari
5,हरियाणा,Haryana
6,भारत,India
7,रोहतक,Rohtak
8,हरियाणा,Haryana
9,हरियाणा के जिले,List of districts of Haryana
10,अखिल भारतीय विद्यार्थी परिषद,Akhil Bharatiya Vidyarthi Parishad
11,अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
12,अधिवक्ता,Advocate
13,अम्बाला,Ambala
14,अम्बाला छावनी,Ambala Cantonment
15,आपातकाल,The Emergency (India)
16,इंदिरा गांधी,Indira Gandhi
17,उत्तर प्रदेश,Uttar Pradesh
18,उत्तराखण्ड,Uttarakhand
19,एन सी सी,National Cadet Corps (India)
20,कन्नड,Kannada
21,कर्नाटक,Karnataka
22,चण्डीगढ़,Chandigarh
23,चौधरी देवी लाल,Devi Lal
24,जनता पार्टी,Janata Party
25,जयप्रकाश नारायण,Jayaprakash Narayan
26,जॉर्ज फ़र्नान्डिस,George Fernandes
27,तत्सम,Tatsama
28,दिल्ली,Delhi
29,पंजाब,Punjab
30,पंजाब विश्वविद्यालय,Panjab University
31,पाकिस्तान,Pakistan
32,बैंकाक,Bangkok
33,भाजपा,Bharatiya Janata Party
34,भारत,India
35,भारतीय जनता पार्टी,Bharatiya Janata Party
36,भारतीय सर्वोच्च न्यायलय,Supreme Court of India
37,मध्य प्रदेश,Madhya Pradesh
38,मिजोरम,Mizoram
39,राजनीति,Politics
40,राज्य सभा,Rajya Sabha
41,राज्यपाल,Governor
42,राष्ट्रीय जनतांत्रिक गठबंधन,National Democratic Alliance
43,राष्ट्रीय स्वयंसेवक संघ,Rashtriya Swayamsevak Sangh
44,लाल कृष्ण आडवाणी,L. K. Advani
45,लालकृष्ण आडवाणी,L. K. Advani
46,लाहौर,Lahore
47,लोक सभा,Lok Sabha
48,लोकसभा,Lok Sabha
49,विदिशा,Vidisha
50,विदिशा लोक सभा निर्वाचन क्षेत्र,Vidisha (Lok Sabha constituency)
51,विदेश मंत्री,Foreign minister
52,विधानसभा,State Legislative Assembly (India)
53,विधि,Law
54,विश्व हिन्दी सम्मेलन,World Hindi Conference
55,संयुक्त राष्ट्र संघ,United Nations
56,संस्कृत,Sanskrit
57,सम्पूर्ण क्रांति,Bihar Movement
58,सयुंक्त राष्ट्र,United Nations
59,सांसद,Member of parliament
60,सोनिया गांधी,Sonia Gandhi
61,स्वराज कौशल,Swaraj Kaushal
62,हरियाणा,Haryana
63,हरियाणा विधान सभा,Haryana Legislative Assembly
64,हरियाणा विधानसभा,Haryana Legislative Assembly
65,हिन्दी,Hindi
66,१९७५,1975
67,२००९,2009
68,२०१४,2014
69,२१ दिसंबर,December 21
