,hindi,english
0,2016 ग्रीष्मकालीन ओलम्पिक,2016 Summer Olympics
1,झारखण्ड,Jharkhand
2,बैंकॉक,Bangkok
3,भारत,India
4,भारतीय महिला हॉकी टीम,India women's national field hockey team
5,अपवर्तन,Refraction
6,कंचनजंघा,Kangchenjunga
7,काठमांडू,Kathmandu
8,गंगा नदी,Ganges
9,चीन,China (region)
10,तिब्बत,Tibet
11,देहरादून,Dehradun
12,नेपाल,Nepal
13,पटना,Patna
14,भूगोल,Geography
15,हिमालय,Himalayas
16,अखिल भारतीय विद्यार्थी परिषद,Akhil Bharatiya Vidyarthi Parishad
17,अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
18,अन्य पिछड़ा वर्ग,Other Backward Class
19,अफगानिस्तान,Afghanistan
20,अफज़ल गुरु,Afzal Guru
21,अफ़ग़ानिस्तान,Afghanistan
22,अमर्त्य सेन,Amartya Sen
23,अमित मिश्रा,Amit Mishra
24,अयोध्या,Ayodhya
25,अलीगढ़ मुस्लिम विश्वविद्यालय,Aligarh Muslim University
26,अशरफ गनी,Ashraf Ghani
27,अहमदाबाद,Ahmedabad
28,आधार (परियोजना),Aadhaar
29,इंडियन एक्सप्रेस,The Indian Express
30,इकोनॉमिक टाइम्स,The Economic Times
31,इजराइल,Israel
32,उच्चतम न्यायालय,Supreme court
33,उत्तर प्रदेश,Uttar Pradesh
34,उम्मन चांडी,Oommen Chandy
35,एम॰एससी॰,M.Sc.
36,ऐतिहासिक,History
37,ऑल इण्डिया अन्ना द्रविड़ मुनेत्र कड़गम,All India Anna Dravida Munnetra Kazhagam
38,ऑस्ट्रेलिया,Australia
39,कन्याकुमारी,Kanyakumari
40,कर,Tax
41,कर्नाटक के मुख्यमंत्री,List of chief ministers of Karnataka
42,कांग्रेस,Congress
43,काला धन,Black market
44,काश्मीर,Kashmir
45,केरल के मुख्यमंत्री,List of chief ministers of Kerala
46,केशुभाई पटेल,Keshubhai Patel
47,गंगा,Ganges
48,गुजरात,Gujarat
49,गुजरात के मुख्यमंत्री,List of chief ministers of Gujarat
50,गुजरात विश्वविद्यालय,Gujarat University
