,hindi,english
0,इटली,Italy
1,जर्मनी,Germany
2,फीफा,FIFA
3,स्पेन,Spain
4,२००६ फीफा विश्व कप,2006 FIFA World Cup
5,आइस हॉकी,Ice hockey
6,फुटबॉल,Association football
7,मैदानी हॉकी,Field hockey
8,हैंडबॉल,Handball
9,ओलंपिक खेल,Olympic Games
10,चीन,China (region)
11,पुर्तगाल,Portugal
12,पूर्वी यूरोप,Eastern Europe
13,बीजिंग,Beijing
14,मास्को,Moscow
15,रूस,Russia
16,लाइबेरिया,Liberia
17,संयुक्त राज्य अमेरिका,United States
18,सोवियत संघ,Soviet Union
19,स्पेन,Spain
20,एशियाई खेल,Asian Games
21,ऑस्ट्रेलिया,Australia
22,पद्म श्री,Padma Shri
23,पाकिस्तान,Pakistan
24,प्रीमियर हॉकी लीग,Premier Hockey League
25,भारत,India
26,महाराष्ट्र,Maharashtra
27,राजीव गांधी खेल रत्न,Rajiv Gandhi Khel Ratna
28,सिडनी,Sydney
