,hindi,english
0,अनुष्का शेट्टी,Anushka Shetty
1,काकतीय वंश,Kakatiya dynasty
2,आसफ़ जाही राजवंश,Asaf Jahi dynasty
3,कैम्ब्रिज,Cambridge
4,फ़ारसी भाषा,Persian language
5,भारत,India
6,राजवंश,Dynasty
7,लंदन,London
8,सती प्रथा,Sati (practice)
9,सरोजिनी नायडू,Sarojini Naidu
10,हुसैन सागर,Hussain Sagar
11,हैदराबाद,Hyderabad
12,अलीगढ़ मुस्लिम विश्वविद्यालय,Aligarh Muslim University
13,इन्दिरा गांधी,Indira Gandhi
14,उस्मान सागर,Osman Sagar
15,उस्मानाबाद,Osmanabad
16,उस्मानिया जनरल अस्पताल,Osmania General Hospital
17,उस्मानिया बिस्कुट,Osmania Biscuit
18,उस्मानिया विश्वविद्यालय,Osmania University
19,एलिज़ाबेथ द्वितीय,Elizabeth II
20,किंग कोठी पैलेस,King Kothi Palace
21,गवर्नमेंट निज़ामिआ जनरल हॉस्पिटल,Government Nizamia General Hospital
22,तिरुपति वेंकटेश्वर मन्दिर,"Venkateswara Temple, Tirumala"
23,तेलंगाना,Telangana
24,दान,Dāna
25,द्वितीय विश्वयुद्ध,World War II
26,निज़ाम गेट,Nizam Gate
27,निजाम ऑफ़ हैदराबाद नेकलेस,Nizam of Hyderabad necklace
28,बेगमपेट विमानक्षेत्र,Begumpet Airport
29,ब्रिटेन,Britain
30,भांडारकर प्राच्य शोध संस्थान,Bhandarkar Oriental Research Institute
31,भारत,India
32,भारत-चीन युद्ध,Sino-Indian War
33,भारत का केन्द्रीय मंत्रिमण्डल,Union Council of Ministers
34,भारतीय स्टेट बैंक,State Bank of India
35,मन्दिर,Hindu temple
36,महबूब अली खान,Mahboob Ali Khan
37,महाभारत,Mahabharata
38,राजप्रमुख,Rajpramukh
39,राजेन्द्र प्रसाद,Rajendra Prasad
40,रुद्रेश्वर स्वामी मन्दिर,Thousand Pillar Temple
41,लाख,Lakh
42,संयुक्त राष्ट्र,United Nations
43,सोना,Gold
44,हिमायत सागर,Himayat Sagar
45,हीरा,Diamond
46,हैदराबाद,Hyderabad
47,हैदराबाद के निज़ाम,Nizam of Hyderabad
48,१९११,1911
49,१९४८,1948
50,तेलंगाना,Telangana
