,hindi,english
0,अर्जुन पुरस्कार,Arjuna Award
1,अश्विनी पोनप्पा,Ashwini Ponnappa
2,ग्लासगो,Glasgow
3,चीन,China (region)
4,चेतन आनंद,Chetan Anand (badminton)
5,द्रोणाचार्य,Drona
6,बैडमिंटन,Badminton
7,भारत,India
8,महाराष्ट्र,Maharashtra
9,हैदराबाद,Hyderabad
10,भारत,India
11,क्रिकेट,Cricket
12,भारतीय,Indian
13,भारतीय क्रिकेट टीम,India national cricket team
14,रॉयल चैलेंजर्स बैंगलोर,Royal Challengers Bangalore
15,हैदराबाद,Hyderabad
16,२०१८ इंडियन प्रीमियर लीग,2018 Indian Premier League
17,आर्य समाज,Arya Samaj
18,इहाना ढिल्लों,Ihana Dhillon
19,कैटरीना कैफ़,Katrina Kaif
20,दिसम्बर,December
21,भारत,India
22,भारतीय सिनेमा,Cinema of India
23,मनीला,Manila
24,माधवन,R. Madhavan
25,रहना है तेरे दिल में,Rehnaa Hai Terre Dil Mein
26,लगे रहो मुन्ना भाई,Lage Raho Munna Bhai
27,विधु विनोद चोपड़ा,Vidhu Vinod Chopra
28,संजय दत्त,Sanjay Dutt
29,सोनू निगम,Sonu Nigam
30,सोहा अली खान,Soha Ali Khan
31,हैदराबाद,Hyderabad
