,hindi,english
0,अर्थशास्त्र,Economics
1,कोयला घोटाला,Indian coal allocation scam
2,दिल्ली विश्वविद्यालय,University of Delhi
3,भारत,India
4,संयुक्त राष्ट्र,United Nations
5,हार्वर्ड विश्वविद्यालय,Harvard University
6,हिन्दू,Hindus
7,कला,Art
8,ग़ज़ल,Ghazal
9,ठुमरी,Thumri
10,डेढ़ इश्क़िया,Dedh Ishqiya
11,दादरा,Dadra
12,पद्म भूषण,Padma Bhushan
13,पद्म श्री,Padma Shri
14,फ़ैज़ाबाद,Faizabad
15,भारत,India
16,भारत सरकार,Government of India
17,रेखा भारद्वाज,Rekha Bhardwaj
18,विशाल भारद्वाज,Vishal Bhardwaj
19,१९७५,1975
20,इलाहाबाद,Allahabad
21,उत्तर प्रदेश,Uttar Pradesh
22,पद्म भूषण,Padma Bhushan
23,पद्म विभूषण,Padma Vibhushan
24,भारत,India
25,भारत सरकार,Government of India
26,संगीत नाटक अकादमी,Sangeet Natak Akademi
27,१९९२,1992
28,तबला,Tabla
29,वायलिन,Violin
30,संतूर,Santoor
31,सरोद,Sarod
32,सितार,Sitar
