,hindi,english
0,13 नवम्बर,November 13
1,1917,1917
2,उज्जैन,Ujjain
3,ग्वालियर,Gwalior
4,जलगाँव,Jalgaon
5,तारसप्तक,Tar Saptak
6,नागपुर,Nagpur
7,भारतीय ज्ञानपीठ,Bharatiya Jnanpith
8,महाराष्ट्र,Maharashtra
9,श्योपुर,Sheopur
10,श्रीकांत वर्मा,Shrikant Verma
11,हिन्दी साहित्य,Hindi literature
12,११ सितंबर,September 11
13,१३ नवंबर,November 13
14,१९१७,1917
15,१९३०,1930
16,१९४२,1942
17,१९५३,1953
18,१९६३,1963
19,१९६४,1964
20,१९८०,1980
21,१९८५,1985
22,जबलपुर,Jabalpur
23,मध्य प्रदेश,Madhya Pradesh
24,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
25,हिंदी साहित्य,Hindi literature
26,होशंगाबाद,Hoshangabad
27,१० अगस्त,August 10
28,१९२४,1924
29,१९९५,1995
30,२२ अगस्त,August 22
31,उज्जैन,Ujjain
32,अनुवाद,Translation
33,ओरछा,Orchha
34,कृष्ण,Krishna
35,केशव,Keshavdas
36,गाथासप्तशती,Gaha Sattasai
37,ग्वालियर,Gwalior
38,छंद,Metre (poetry)
39,जयपुर,Jaipur
40,दोहा,Doha (poetry)
41,भक्ति,Bhakti
42,भारत,India
43,मथुरा,Mathura
44,हिंदी साहित्य,Hindi literature
