,hindi,english
0,हिन्दी,Hindi
1,झारखण्ड,Jharkhand
2,इलाहाबाद,Allahabad
3,ऑल इंडिया रेडियो,All India Radio
4,कजरी,Kajari
5,ग़ज़ल,Ghazal
6,ठुमरी,Thumri
7,दूरदर्शन,Television
8,नागपुरी भाषा,Sadri language
9,पटना,Patna
10,प्रभाकर,Prabhākara
11,बिहार,Bihar
12,बिहार सरकार,Government of Bihar
13,भारत,India
14,"भोजपुर जिला, बिहार","Bhojpur district, Bihar"
15,रेडियो मिर्ची,Radio Mirchi
16,विनोबा भावे विश्वविद्यालय,Vinoba Bhave University
17,साक्षात्कार,Interview
18,हजारीबाग,Hazaribagh
19,हिंदी,Hindi
20,इंटरनेट मूवी डेटाबेस,IMDb
21,गुलाम मुस्तफ़ा खान,Ghulam Mustafa Khan (singer)
22,जमशेदपुर,Jamshedpur
23,नई दिल्ली,New Delhi
24,भारत,India
25,मुंबई,Mumbai
26,मुंबई विश्वविद्यालय,University of Mumbai
27,शंकर महादेवन,Shankar Mahadevan
28,हरिहरन,Hariharan (singer)
