,hindi,english
0,1991,1991
1,1994,1994
2,अक्षय कुमार,Akshay Kumar
3,अजय देवगन,Ajay Devgn
4,अभिनेता,Actor
5,अमिताभ बच्चन,Amitabh Bachchan
6,ईशा देओल,Esha Deol
7,ऋतिक रोशन,Hrithik Roshan
8,घायल वन्स अगैन,Ghayal: Once Again
9,पंजाब,Punjab
10,फ़िल्म,Film
11,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
12,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेता पुरस्कार,Filmfare Award for Best Actor
13,फ़िल्मफ़ेयर सर्वश्रेष्ठ सहायक अभिनेता पुरस्कार,Filmfare Award for Best Supporting Actor
14,बॉबी देओल,Bobby Deol
15,भारत,India
16,भारतीय,Indian
17,राजनेता,Politician
18,सनी देओल की फ़िल्में,Sunny Deol filmography
19,सांसद,Member of parliament
20,अजय देवगन,Ajay Devgn
21,अनिल देवगन,Anil Devgan
22,अमृतसर,Amritsar
23,इंटरनेट मूवी डेटाबेस,IMDb
24,भारत,India
25,भारतीय,Indian
26,अजय देवगन,Ajay Devgn
27,राज कँवर,Raj Kanwar
28,वीरू देवगन,Veeru Devgan
29,सुनील अग्निहोत्री,Sunil Agnihotri
30,इंटरनेट मूवी डेटाबेस,IMDb
31,ऑर्थर रोड जेल,Arthur Road Jail
32,कसौली,Kasauli
33,कानून अपना अपना,Kanoon Apna Apna
34,गोवा,Goa
35,जे पी दत्ता,J. P. Dutta
36,ट्विटर,Twitter
37,दाउद इब्राहिम,Dawood Ibrahim
38,दुबई,Dubai
39,नर्गिस,Nargis
40,पुणे,Pune
41,प्रिया दत्त,Priya Dutt
42,बॉलीवुड,Bollywood
43,भारत,India
44,मनमोहन सिंह,Manmohan Singh
45,महाराष्ट्र,Maharashtra
46,महेश भट्ट,Mahesh Bhatt
47,मुम्बई,Mumbai
48,यरवदा केंद्रीय कारागार,Yerawada Central Jail
49,रणबीर कपूर,Ranbir Kapoor
50,राज कुंद्रा,Raj Kundra
51,लगे रहो मुन्ना भाई,Lage Raho Munna Bhai
52,संजू,Sanju
53,सलमान खान,Salman Khan
54,सुनील दत्त,Sunil Dutt
