,hindi,english
0,एम ए चिदंबरम स्टेडियम,M. A. Chidambaram Stadium
1,गोरखपुर,Gorakhpur
2,चेन्नई,Chennai
3,टेस्ट क्रिकेट,Test cricket
4,दक्षिण अफ्रीका क्रिकेट टीम,South Africa national cricket team
5,भारत,India
6,भारतीय,Indian
7,भारतीय क्रिकेट टीम,India national cricket team
8,वेस्टइंडीज क्रिकेट टीम,West Indies cricket team
9,अखिल भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
10,आंध्र प्रदेश,Andhra Pradesh
11,इंग्लैंड,England
12,इंग्लैंड क्रिकेट टीम,England cricket team
13,इंदौर,Indore
14,उच्च न्यायालय,High Court
15,कैम्ब्रिज,Cambridge
16,क्रिकेट,Cricket
17,टेस्ट क्रिकेट,Test cricket
18,नागपुर,Nagpur
19,पद्म भूषण,Padma Bhushan
20,प्रथम श्रेणी क्रिकेट,First-class cricket
21,बॉम्बे जिमखाना,Bombay Gymkhana
22,भारत,India
23,भारत सरकार,Government of India
24,भारतीय क्रिकेट टीम,India national cricket team
25,मध्य प्रदेश,Madhya Pradesh
26,महाराष्ट्र,Maharashtra
27,मुम्बई,Mumbai
28,मेरीलेबोन क्रिकेट क्लब,Marylebone Cricket Club
29,वकील,Advocate
30,होलकर,Holkar
31,होल्कर,Holkar
32,उज्जैन,Ujjain
33,ऑस्ट्रेलिया,Australia
34,नाबाद,Not out
35,प्रथम श्रेणी क्रिकेट,First-class cricket
36,ब्रिस्बेन,Brisbane
37,मध्य प्रदेश,Madhya Pradesh
38,महेंद्र सिंह धोनी,MS Dhoni
39,राजस्थान रॉयल्स,Rajasthan Royals
40,रिद्धिमान साहा,Wriddhiman Saha
41,असम राइफल्स,Assam Rifles
42,गोदावरी नदी,Godavari River
43,ज्योतिष,Jyotiḥśāstra
