,hindi,english
0,2016 ग्रीष्मकालीन ओलम्पिक,2016 Summer Olympics
1,अंग्रेजी,English language
2,अगरतला,Agartala
3,जलपाईगुड़ी,Jalpaiguri
4,जिम्नास्टिक्स,Gymnastics
5,त्रिपुरा,Tripura
6,पूर्वोत्तर भारत,Northeast India
7,प्रोदुनोवा,Produnova
8,भारत,India
9,वॉल्ट,Volt
10,सचिन तेंदुलकर,Sachin Tendulkar
11,ऋण,Debt
12,जोधपुर,Jodhpur
13,ढाका,Dhaka
14,बंगाल,Bengal
15,भारतीय उपमहाद्वीप,Indian subcontinent
16,मीर कासिम,Mir Qasim
17,मुर्शिदाबाद,Murshidabad
18,सिराजुद्दौला,Siraj ud-Daulah
19,गगनेन्द्रनाथ ठाकुर,Gaganendranath Tagore
20,देवेन्द्रनाथ ठाकुर,Debendranath Tagore
21,इन्दिरा गांधी,Indira Gandhi
22,दरभंगा,Darbhanga
23,बिहार,Bihar
24,१९०४,1904
25,१९४२,1942
26,१९९१,1991
27,३ अप्रैल,April 3
28,५ अक्टूबर,October 5
