,hindi,english
0,आगरा,Agra
1,भारतीय क्रिकेट टीम,India national cricket team
2,क्रिकेट,Cricket
3,ढाका,Dhaka
4,भारत,India
5,अमृतसर,Amritsar
6,क्रिकेट,Cricket
7,पाकिस्तान,Pakistan
8,भारत,India
9,इंडियन प्रीमियर लीग,Indian Premier League
10,किंग्स इलेवन पंजाब,Kings XI Punjab
11,क्रिकेट,Cricket
12,चंडीगढ़,Chandigarh
13,दिल्ली डेयरडेविल्स,Delhi Capitals
14,भारत,India
15,योगराज सिंह,Yograj Singh
16,रॉयल चैलेंजर्स बैंगलोर,Royal Challengers Bangalore
17,सनराइजर्स हैदराबाद,Sunrisers Hyderabad
18,हेज़ल कीच,Hazel Keech
19,२०११ क्रिकेट विश्व कप,2011 Cricket World Cup
