,hindi,english
0,केरल,Kerala
1,पर्यटन,Tourism
2,भारत,India
3,भारतीय जनता पार्टी,Bharatiya Janata Party
4,भारतीय प्रशासनिक सेवा,Indian Administrative Service
5,सूचना प्रौद्योगिकी,Information technology
6,अर्थशास्त्र,Economics
7,केरल,Kerala
8,केरल विश्वविद्यालय,University of Kerala
9,भारत,India
10,भारतीय,Indian
11,भारतीय स्टेट बैंक,State Bank of India
12,मुंबई विश्वविद्यालय,University of Mumbai
13,लंदन,London
14,लंदन विश्वविद्यालय,University of London
15,पद्म भूषण,Padma Bhushan
16,भारत,India
17,भारत सरकार,Government of India
18,१९६५,1965
19,दिल्ली,Delhi
20,पद्म भूषण,Padma Bhushan
21,भारत,India
22,भारत सरकार,Government of India
23,१९६८,1968
