,hindi,english
0,अजमेर,Ajmer
1,अजीमुल्ला खां,Azimullah Khan
2,आदि शंकराचार्य,Adi Shankara
3,आबू पर्वत,Mount Abu
4,आर्य समाज,Arya Samaj
5,आर्यावर्त,Āryāvarta
6,इस्लाम,Islam
7,ईश्वर,God
8,ईसाई,Christians
9,उदयपुर,Udaipur
10,ऋग्वेदादिभाष्यभूमिका,Rigvedadi Bhashya Bhumika
11,ऋषि,Rishi
12,एनी बेसेन्ट,Annie Besant
13,कर्म,Karma
14,कलकत्ता,Kolkata
15,काठियावाड़,Kathiawar
16,कुम्भ मेला,Kumbh Mela
17,केशवचन्द्र सेन,Keshub Chandra Sen
18,गुजरात,Gujarat
19,गुरुकुल,Gurukula
20,गोरक्षा आन्दोलन,Cow protection movement
21,चैत्र,Chaitra
22,जाति,Caste
23,टंकारा,Tankara
24,तात्या टोपे,Tantia Tope
25,दयानन्द एंग्लो वैदिक कॉलेज,D.A.V. College Managing Committee
26,दर्शन,Philosophy
27,दलित,Dalit
28,दिल्ली दरबार,Delhi Durbar
29,देवेन्द्र नाथ ठाकुर,Debendranath Tagore
30,देवेन्द्रनाथ ठाकुर,Debendranath Tagore
31,नाना साहेब,Nana Saheb
32,नारा,Slogan
33,न्याय,Justice
34,पंजाब,Punjab
35,पट्टाभि सीतारमैया,Bhogaraju Pattabhi Sitaramayya
36,पण्डित लेखराम,Pandit Lekh Ram
37,पण्डित लेखराम आर्य,Pandit Lekh Ram
38,पाणिनी,Pāṇini
39,पुनर्जन्म,Reincarnation
40,पुस्तक,Book
41,प्रकृति,Nature
42,प्रवचन,Pravachan
43,प्रसाद,Prasāda
44,प्राणायाम,Pranayama
45,प्रार्थना समाज,Prarthana Samaj
46,बाबू कुंवर सिंह,Kunwar Singh
47,बाल विवाह,Child marriage
48,ब्रह्मचर्य,Brahmacarya
49,भगत सिंह,Bhagat Singh
50,भगवान दास,Bhagwan Das
51,भगवान शिव,Shiva
52,भारत,India
53,भारतीय,Indian
54,भाष्य,Bhashya
55,मदनलाल ढींगरा,Madan Lal Dhingra
56,मन्दिर,Hindu temple
57,महात्मा हंसराज,Mahatma Hansraj
58,महादेव गोविंद रानडे,Mahadev Govind Ranade
59,महादेव गोविन्द रानडे,Mahadev Govind Ranade
60,मादाम भिकाजी कामा,Bhikaiji Cama
61,मुम्बई,Mumbai
62,मोरबी,Morbi
63,योगसूत्र,Yoga Sutras of Patanjali
64,योगी,Yogi
65,राजस्थान,Rajasthan
66,राम प्रसाद 'बिस्मिल',Ram Prasad Bismil
67,राष्ट्रवाद,Nationalism
68,रोमां रोलां,Romain Rolland
69,लाला लाजपत राय,Lala Lajpat Rai
70,लाला हंसराज,Mahatma Hansraj
71,लाला हरदयाल,Har Dayal
72,लाहौर,Lahore
73,विधवा विवाह,Widow
74,विनायक दामोदर सावरकर,Vinayak Damodar Savarkar
75,विवाह,Marriage
76,वेद,Vedas
77,वेदांग,Vedanga
78,वेदों,Vedas
79,वेश्या,Prostitution
80,व्याकरण,Grammar
81,शास्त्र,Shastra
82,शास्त्रार्थ,Shastrartha
83,शिवरात्रि,Maha Shivaratri
84,श्यामजी कृष्ण वर्मा,Shyamji Krishna Varma
85,संस्कृत,Sanskrit
86,सती प्रथा,Sati (practice)
87,सत्यार्थ प्रकाश,Satyarth Prakash
88,सनातन धर्म,Sanātanī
89,सन्यास,Sannyasa
90,सुभाष चन्द्र बोस,Subhas Chandra Bose
91,स्वराज,Swaraj
92,स्वामी श्रद्धानन्द,Swami Shraddhanand
93,हरिद्वार,Haridwar
94,हिन्दी,Hindi
95,हिन्दू,Hindus
96,हिन्दू धर्म,Hinduism
97,१८२४,1824
98,१८८३,1883
99,१९०१,1901
100,आदि शंकराचार्य,Adi Shankara
101,आर्ट ऑफ लिविंग फाउण्डेशन,Art of Living Foundation
102,तमिलनाडु,Tamil Nadu
103,भारत,India
104,महर्षि महेश योगी,Maharishi Mahesh Yogi
105,लक्ष्मी तरु,Simarouba amara
106,श्री,Shri
107,श्रीमद्भगवद्गीता,Bhagavad Gita
108,जैन,Jainism
109,जैन दर्शन,Jain philosophy
110,जैन धर्म,Jainism
111,जैन मंदिर,Jain temple
112,जैन मूर्तियाँ,Jain sculpture
113,तीर्थंकर,Tirthankara
114,दर्शन,Philosophy
115,धर्म,Dharma
116,भारत,India
117,उत्तराखण्ड,Uttarakhand
118,चिपको आन्दोलन,Chipko movement
119,चेन्नई,Chennai
120,दिल्ली,Delhi
121,दून विद्यालय,The Doon School
122,देहरादून,Dehradun
123,पद्म भूषण,Padma Bhushan
124,भारत,India
125,भारतीय वानिकी संस्थान,Forest Research Institute (India)
126,मधु किश्वर,Madhu Kishwar
127,सेंट स्टीफ़न कॉलेज,"St. Stephen's College, Delhi"
