,hindi,english
0,आदित्य बिड़ला समूह,Aditya Birla Group
1,उद्यमी,Entrepreneur
2,कुमार मंगलम बिड़ला,Kumar Mangalam Birla
3,कोल्डप्ले,Coldplay
4,गायक,Singer
5,गिटार,Guitar
6,गीतकार,Lyricist
7,नेली फ़र्टाडो,Nelly Furtado
8,बिड़ला परिवार,Birla family
9,यूट्यूब,YouTube
10,लघु वित्त,Microfinance
11,संतूर,Santoor
12,हिन्दी,Hindi
13,अलका याज्ञनिक,Alka Yagnik
14,उर्दू,Urdu
15,कला,Art
16,गंगानगर,Sri Ganganagar
17,गज़ल,Ghazal
18,ग़ज़ल,Ghazal
19,गायक,Singer
20,गुलाम अली,Ghulam Ali (singer)
21,घुड़दौड़,Horse racing
22,चित्रा सिंह,Chitra Singh
23,जावेद अख़्तर,Javed Akhtar
24,तलत महमूद,Talat Mahmood
25,तुम बिन,Tum Bin
26,निदा फ़ाज़ली,Nida Fazli
27,पंजाब (भारत),"Punjab, India"
28,पद्म भूषण,Padma Bhushan
29,पार्श्वगायन,Playback singer
30,बशीर बद्र,Bashir Badr
31,भारत,India
32,भारत सरकार,Government of India
33,मिर्ज़ा ग़ालिब,Ghalib
34,मुंबई,Mumbai
35,मेहदी हसन,Mehdi Hassan
36,मोहम्मद रफ़ी,Mohammed Rafi
37,राजस्थान,Rajasthan
38,शिव कुमार बटालवी,Shiv Kumar Batalvi
39,हारमोनियम,Pump organ
40,१९४१,1941
41,२००३,2003
42,८ फरवरी,February 8
43,८ फ़रवरी,February 8
