,hindi,english
0,इंटरनेट मूवी डेटाबेस,IMDb
1,कॉलीवुड,Tamil cinema
2,ट्विटर,Twitter
3,तुलु,Tulu language
4,तेलुगु सिनेमा,Telugu cinema
5,बाज़ीगर,Baazigar
6,बीबीसी,BBC
7,बॉलीवुड,Bollywood
8,मैंगलूर,Mangalore
9,हिन्दी,Hindi
10,11 अगस्त,August 11
11,1961,1961
12,2001,2001
13,अंग्रेजी,English language
14,अथिया शेट्टी,Athiya Shetty
15,अभिनेता,Actor
16,गोपी किशन,Gopi Kishan
17,तमिल,Tamils
18,दिव्या भारती,Divya Bharti
19,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
20,फ़िल्मफ़ेयर सर्वश्रेष्ठ खलनायक पुरस्कार,Filmfare Award for Best Performance in a Negative Role
21,फिल्मफेयर,Filmfare Awards
22,बॉलीवुड,Bollywood
23,भारत,India
24,मलयालम,Malayalam
25,मैं हूँ ना,Main Hoon Na
26,मोहरा,Mohra
27,वक्त हमारा है,Waqt Hamara Hai
