,hindi,english
0,दक्षिण भारत,South India
1,दुबई,Dubai
2,बॉलीवुड,Bollywood
3,मलयालम सिनेमा,Malayalam cinema
4,हिन्दी,Hindi
5,इंटरनेट मूवी डेटाबेस,IMDb
6,एली एवराम,Elli AvrRam
7,कायनात अरोड़ा,Kainaat Arora
8,कुमकुम भाग्य,Kumkum Bhagya
9,ज़रीन खान,Zareen Khan
10,तेलुगू,Telugu language
11,रकुल प्रीत सिंह,Rakul Preet Singh
12,रिया सेन,Riya Sen
13,सना खान,Sana Khan
14,हमारी अधूरी कहानी,Hamari Adhuri Kahani
15,हिन्दी,Hindi
16,हुमा क़ुरैशी (अभिनेत्री),Huma Qureshi (actress)
17,सिंदरी,Sindri
18,१९६३,1963
19,१९८१,1981
20,अग्निपथ,Agneepath
21,ऐतराज़,Aitraaz
22,जमशेदपुर,Jamshedpur
23,ज़रीन खान,Zareen Khan
24,ज़ोया अफ़रोज़,Zoya Afroz
25,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
26,फ़िल्मफ़ेयर सर्वश्रेष्ठ खलनायक पुरस्कार,Filmfare Award for Best Performance in a Negative Role
27,फ़ैशन,Fashion (2008 film)
28,भारत,India
29,भारतीय,Indian
30,मीरा चोपड़ा,Meera Chopra
31,सना खान,Sana Khan
32,हिन्दी,Hindi
33,१८ जुलाई,July 18
34,१९८२,1982
35,७ खून माफ़,7 Khoon Maaf
