,hindi,english
0,विजयनगर साम्राज्य,Vijayanagara Empire
1,राष्ट्रकूट राजवंश,Rashtrakuta dynasty
2,अष्टदिग्गज,Ashtadiggajas
3,कवि,Poet
4,कावेरी नदी,Kaveri
5,गुलबर्ग,Gulbarga
6,दुर्ग,Durg
7,बीदर,Bidar
8,रामायण,Ramayana
9,विजयनगर,Vijayanagara
10,विजयनगर साम्राज्य,Vijayanagara Empire
11,विवाह,Marriage
12,विष,Poison
13,अशोक,Ashoka
14,कन्नड़ भाषा,Kannada
15,कर्नाटक संगीत,Carnatic music
16,काठियावाड़,Kathiawar
17,गुजरात,Gujarat
18,चमराजेन्द्र वोडेयार,Chamarajendra Wadiyar X
19,प्लेटो,Plato
20,बेंगलोर पैलेस,Bangalore Palace
21,भारतीय विज्ञान संस्थान,Indian Institute of Science
22,मृदंग,Mridangam
23,मैसूर,Mysore
24,राजवंश,Dynasty
25,राम,Rama
26,वायलिन,Violin
27,वीणा,Veena
28,संस्कृत भाषा,Sanskrit
29,सितार,Sitar
