,hindi,english
0,आई॰ऍस॰बी॰ऍन॰,International Standard Book Number
1,उत्तराखण्ड,Uttarakhand
2,बंगलौर,Bangalore
3,भारत,India
4,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
5,महाराष्ट्र,Maharashtra
6,मिजोरम,Mizoram
7,मैंगलूर,Mangalore
8,राजस्थान,Rajasthan
9,राज्यपाल,Governor
10,हरियाणा,Haryana
11,अखिल भारतीय विद्यार्थी परिषद,Akhil Bharatiya Vidyarthi Parishad
12,अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
13,कर्नाटक,Karnataka
14,कर्नाटक विश्वविद्यालय,Karnatak University
15,छत्तीसगढ़,Chhattisgarh
16,बंगलौर,Bangalore
17,बिहार,Bihar
18,भारतीय जनता पार्टी,Bharatiya Janata Party
19,भारतीय जनता युवा मोर्चा,Bharatiya Janata Yuva Morcha
20,राष्ट्रीय जनतांत्रिक गठबंधन,National Democratic Alliance
21,राष्ट्रीय स्वयंसेवक संघ,Rashtriya Swayamsevak Sangh
22,लोक सभा,Lok Sabha
23,कर्नाटक,Karnataka
24,गुलबर्गा,Gulbarga
25,पंद्रहवीं लोकसभा,15th Lok Sabha
26,भारत सरकार,Government of India
27,भारतीय,Indian
28,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
29,लोक सभा,Lok Sabha
30,लोकसभा,Lok Sabha
31,कर्नाटक,Karnataka
32,भारत,India
33,भारतीय,Indian
34,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
