,hindi,english
0,इलाहाबाद,Allahabad
1,उत्तर प्रदेश,Uttar Pradesh
2,कांग्रेस,Congress
3,किसान,Farmer
4,दिल्ली,Delhi
5,पुरुषोत्तम दास टंडन,Purushottam Das Tandon
6,भारत,India
7,भारतीय,Indian
8,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
9,मदनमोहन मालवीय,Madan Mohan Malaviya
10,महात्मा गांधी,Mahatma Gandhi
11,महापौर,Mayor
12,राजनेता,Politician
13,शिक्षक,Teacher
14,सांसद,Member of parliament
15,अंक,Digit
16,अंग्रेजी,English language
17,असहयोग आंदोलन,Non-cooperation movement
18,असहयोग आन्दोलन,Non-cooperation movement
19,आचार्य कृपलानी,J. B. Kripalani
20,आचार्य नरेन्द्र देव,Narendra Deva
21,आजाद हिन्द फौज,Indian National Army
22,आयुर्वेद,Ayurveda
23,इतिहास,History
24,इन्दौर,Indore
25,इलाहाबाद,Allahabad
26,इलाहाबाद उच्च न्यायालय,Allahabad High Court
27,इलाहाबाद विश्वविद्यालय,University of Allahabad
28,उड़ीसा,Odisha
29,उत्तर प्रदेश,Uttar Pradesh
30,उत्तर प्रदेश राजर्षि टंडन मुक्त विश्वविद्यालय,Uttar Pradesh Rajarshi Tandon Open University
31,कन्हैयालाल माणिकलाल मुंशी,Kanaiyalal Maneklal Munshi
32,कलकत्ता,Kolkata
33,कवि,Poet
34,कविता,Poetry
35,कांग्रेस,Congress
36,कानपुर,Kanpur
37,खपरैल,Roof tiles
38,गणेश शंकर विद्यार्थी,Ganesh Shankar Vidyarthi
39,गाय,Cattle
40,गोपाल कृष्ण गोखले,Gopal Krishna Gokhale
41,गोरखपुर,Gorakhpur
42,गोलमेज सम्मेलन,Round Table Conferences (India)
43,छतरपुर,Chhatarpur
44,जबलपुर,Jabalpur
45,जयपुर,Jaipur
46,जलियांवाला बाग,Jallianwala Bagh
47,जवाहरलाल नेहरू,Jawaharlal Nehru
48,झाँसी,Jhansi
49,डॉ॰ राजेन्द्र प्रसाद,Rajendra Prasad
50,तेज बहादुर सप्रू,Tej Bahadur Sapru
51,तेजबहादुर सप्रू,Tej Bahadur Sapru
52,त्रिभुवन नारायण सिंह,Tribhuvan Narain Singh
53,दक्षिण भारत हिन्दी प्रचार सभा,Dakshina Bharat Hindi Prachar Sabha
54,दर्शन,Philosophy
55,दिल्ली,Delhi
56,देवनागरी,Devanagari
57,देवरहा बाबा,Devraha Baba
58,नमक,Salt
59,नागपुर,Nagpur
60,नागरी अंक,Devanagari numerals
61,नाभा रियासत,Nabha State
62,नासिक,Nashik
63,निबंध,Essay
64,नैनी,Naini
65,नैनीताल,Nainital
66,पंजाब नेशनल बैंक,Punjab National Bank
67,पटना,Patna
68,पट्टाभि सीतारमैया,Bhogaraju Pattabhi Sitaramayya
69,पत्रकार,Journalist
70,पत्रकारिता,Journalism
71,प्रयाग,Allahabad
72,फतेहगढ़,Fatehgarh
73,बंगभंग,Partition of Bengal (1905)
74,बालविवाह,Child marriage
75,भारत,India
76,भारत रत्न,Bharat Ratna
77,भारतरत्न,Bharat Ratna
