,hindi,english
0,आपातकाल (भारत),The Emergency (India)
1,उत्तर प्रदेश राज्य बनाम राज नारायण,State of Uttar Pradesh v. Raj Narain
2,ब्राह्मण,Brahmin
3,भारत,India
4,भूमिहार,Bhumihar
5,रायबरेली,Raebareli
6,वाराणसी,Varanasi
7,इलाहाबाद,Allahabad
8,उत्तर प्रदेश,Uttar Pradesh
9,कल्याण सिंह,Kalyan Singh
10,कांग्रेस,Congress
11,कुंडा,"Kunda, India"
12,केन्द्रीय अन्वेषण ब्यूरो,Central Bureau of Investigation
13,बजरंग बहादुर सिंह,Bajrang Bahadur Singh
14,बस्ती,Basti
15,भारत,India
16,भारतीय,Indian
17,भारतीय जनता पार्टी,Bharatiya Janata Party
18,मंत्री,Minister (government)
19,मुलायम सिंह यादव,Mulayam Singh Yadav
20,राजकुमारी रत्ना सिंह,Ratna Singh
21,राजनाथ सिंह,Rajnath Singh
22,राजनेता,Politician
23,राज्यपाल,Governor
24,राम प्रकाश गुप्ता,Ram Prakash Gupta
25,राष्ट्रीय स्वयंसेवक संघ,Rashtriya Swayamsevak Sangh
26,लखनऊ विश्वविद्यालय,University of Lucknow
27,विधान सभा,State Legislative Assembly (India)
28,विधायक,Member of the Legislative Assembly
29,विश्व हिंदू परिषद,Vishva Hindu Parishad
30,समाजवादी पार्टी,Samajwadi Party
31,हवाई जहाज,Airplane
32,हिमाचल प्रदेश,Himachal Pradesh
33,इलाहाबाद,Allahabad
34,इलाहाबाद विश्वविद्यालय,University of Allahabad
35,उत्तर प्रदेश,Uttar Pradesh
36,बिहार,Bihar
37,भागलपुर,Bhagalpur
38,रविशंकर शुक्ल,Ravishankar Shukla
39,सीतापुर,Sitapur
40,उत्तर प्रदेश,Uttar Pradesh
41,दिल्ली,Delhi
42,दिल्ली विश्वविद्यालय,University of Delhi
43,भारत,India
44,भारत सरकार,Government of India
45,महात्मा गांधी,Mahatma Gandhi
46,लखनऊ,Lucknow
