,hindi,english
0,अंग्रेजी,English language
1,असम,Assam
2,उत्तर प्रदेश,Uttar Pradesh
3,ए.पी.जे. अब्दुल कलाम,A. P. J. Abdul Kalam
4,झारखंड,Jharkhand
5,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
6,मुख्यमंत्री,Chief minister (India)
7,राज्य सभा,Rajya Sabha
8,राज्यपाल,Governor
9,रायबरेली,Raebareli
10,राष्ट्रपति,President (government title)
11,लखनऊ विश्वविद्यालय,University of Lucknow
12,शिबू सोरेन,Shibu Soren
13,सरकार,Government
14,कर्नाटक,Karnataka
15,केरल,Kerala
16,पद्म विभूषण,Padma Vibhushan
17,भारत के नियन्त्रक एवं महालेखापरीक्षक,Comptroller and Auditor General of India
18,भारतीय प्रशासनिक सेवा,Indian Administrative Service
19,राज्यपाल,Governor
20,सिकन्दर बख्त,Sikander Bakht
21,उत्तर प्रदेश,Uttar Pradesh
22,भारतीय,Indian
23,भारतीय जनता पार्टी,Bharatiya Janata Party
24,सांसद,Member of parliament
25,भारत,India
