,hindi,english
0,भारतीय,Indian
1,भारतीय जनता पार्टी,Bharatiya Janata Party
2,भारत,India
3,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
4,मद्रास उच्च न्यायालय,Madras High Court
5,राजनेता,Politician
6,अर्थशास्त्र,Economics
7,तमिल,Tamils
8,द्रविड़ मुन्नेत्र कड़गम,Dravida Munnetra Kazhagam
9,पत्रकारिता,Journalism
10,मद्रास विश्वविद्यालय,University of Madras
11,उत्तर भारत,North India
12,एम. के. स्टालिन,M. K. Stalin
13,चेन्नई,Chennai
14,जयललिता,J. Jayalalithaa
15,तंजावुर,Thanjavur
16,तमिल भाषा,Tamil language
17,तमिल साहित्य,Tamil literature
18,तिरुक्कुरल,Tirukkuṛaḷ
19,देवकी,Devaki
20,द्रविड़ मुन्नेत्र कड़गम,Dravida Munnetra Kazhagam
21,पुदुचेरी,Pondicherry
22,भारत,India
23,राजनीतिक परिवारों की सूची,List of political families
24,राजीव गांधी,Rajiv Gandhi
25,लोकसभा,Lok Sabha
