,hindi,english
0,2018 शीतकालीन ओलम्पिक,2018 Winter Olympics
1,भारत,India
2,शीतकालीन ओलम्पिक खेल,Winter Olympic Games
3,अर्जुन पुरस्कार,Arjuna Award
4,एशियाई खेल,Asian Games
5,कांस्य पदक,Bronze medal
6,सियोल,Seoul
7,हिमाचल प्रदेश,Himachal Pradesh
8,2016 ग्रीष्मकालीन ओलम्पिक,2016 Summer Olympics
9,अर्जुन पुरस्कार,Arjuna Award
10,पंजाबी,Punjabi
11,राजीव गांधी खेल रत्न,Rajiv Gandhi Khel Ratna
12,राष्ट्रमण्डल खेल,Commonwealth Games
13,२००६,2006
14,उना,"Una, Himachal Pradesh"
15,पद्म श्री,Padma Shri
16,भारत सरकार,Government of India
17,हिमाचल प्रदेश,Himachal Pradesh
