,hindi,english
0,भारत,India
1,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
2,राजीव गांधी,Rajiv Gandhi
3,राज्यसभा,Rajya Sabha
4,सोनिया गांधी,Sonia Gandhi
5,करुणानिधि,M. Karunanidhi
6,जस्टिस पार्टी,Justice Party (India)
7,द्रविड़,Dravidian
8,पेरियार,Periyar E. V. Ramasamy
9,एम. के. स्टालिन,M. K. Stalin
10,करुणानिधि,M. Karunanidhi
11,चेन्नई,Chennai
12,तमिल,Tamils
13,तमिलनाडु,Tamil Nadu
14,भारत,India
15,भारतीय संसद,Parliament of India
16,राज्यसभा,Rajya Sabha
17,सिंगापुर,Singapore
18,अंबुमणि रामदॉस,Anbumani Ramadoss
