,hindi,english
0,जोधपुर,Jodhpur
1,भारत,India
2,राजस्थान,Rajasthan
3,भारत,India
4,भारत के मुख्यमंत्रियों की सूची,List of current Indian chief ministers
5,राजस्थान,Rajasthan
6,राजस्थान के मुख्यमंत्री,List of chief ministers of Rajasthan
7,भारत,India
8,भारत के मुख्यमंत्रियों की सूची,List of current Indian chief ministers
9,राजस्थान,Rajasthan
10,राजस्थान के मुख्यमंत्री,List of chief ministers of Rajasthan
11,अर्थशास्त्र,Economics
12,इन्दिरा गांधी,Indira Gandhi
13,जोधपुर,Jodhpur
14,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
15,राजस्थान,Rajasthan
16,राजीव गांधी,Rajiv Gandhi
17,विज्ञान,Science
