,hindi,english
0,कारगिल युद्ध,Kargil War
1,परमवीर चक्र,Param Vir Chakra
2,पालमपुर,"Palampur, Himachal Pradesh"
3,भारत,India
4,भारत सरकार,Government of India
5,भारतीय सैन्य अकादमी,Indian Military Academy
6,श्रीरामचरितमानस,Ramcharitmanas
7,सोपोर,Sopore
8,कश्मीर,Kashmir
9,कारगिल,Kargil
10,कारगिल युद्ध,Kargil War
11,गणराज्य,Republic
12,बन्ना सिंह,Bana Singh
13,बाना सिंह,Bana Singh
14,भारत,India
15,भारत रत्न,Bharat Ratna
16,विक्टोरिया क्रास,Victoria Cross
17,वीर चक्र,Vir Chakra
18,अमृतसर,Amritsar
19,कारगिल,Kargil
20,कारगिल युद्ध,Kargil War
21,जाट रेजिमेंट,Jat Regiment
22,पालमपुर,"Palampur, Himachal Pradesh"
23,बरेली,Bareilly
24,भारत,India
25,भारतीय थलसेना,Indian Army
26,भारतीय सैन्य अकादमी,Indian Military Academy
