,hindi,english
0,भारत,India
1,राजस्थान,Rajasthan
2,चूरु,Churu
3,दूदवा खारा,Dudhwa Khara
4,राजस्थान,Rajasthan
5,स्वतंत्रता आंदोलन,Indian independence movement
6,अजमेर,Ajmer
7,अमृतसर,Amritsar
8,इतिहासकार,Historian
9,उदयपुर,Udaipur
10,उपन्यास,Novel
11,कांग्रेस,Congress
12,कानपुर,Kanpur
13,गणेशशंकर विद्यार्थी,Ganesh Shankar Vidyarthi
14,गुर्जर,Gurjar
15,ग्राम,Gram
16,ग्रेटर नोएडा,Greater Noida
17,डाक टिकट,Postage stamp
18,नागपुर,Nagpur
19,पिता,Father
20,बाल गंगाधर तिलक,Bal Gangadhar Tilak
21,बुलन्दशहर,Bulandshahr
22,भारत,India
23,भारत सरकार,Government of India
24,भारतीय,Indian
25,महात्मा गांधी,Mahatma Gandhi
26,माता,Mother
27,राजस्थान,Rajasthan
28,रूस,Russia
29,सरकार,Government
30,1857 का प्रथम भारतीय स्वतंत्रता संग्राम,Indian Rebellion of 1857
31,काबुल,Kabul
32,राजा,Monarch
33,रेवाड़ी,Rewari
34,हरियाणा,Haryana
