,hindi,english
0,भारत,India
1,पद्म भूषण,Padma Bhushan
2,पश्चिम बंगाल,West Bengal
3,भारत,India
4,भारत सरकार,Government of India
5,१९८५,1985
6,इंडोनेशिया,Indonesia
7,उपभाषा सतति,Dialect continuum
8,ऑस्ट्रोनीशियाई भाषाएँ,Austronesian languages
9,भाषा,Language
10,भाषा प्रयुक्ति,Register (sociolinguistics)
11,मलय भाषा,Malay language
12,रियाउ द्वीपसमूह प्रांत,Riau Islands
13,सम्पर्क भाषा,Lingua franca
14,11 फरवरी,February 11
15,24 अगस्त,August 24
16,3 मई,May 3
17,कैम्ब्रिज,Cambridge
18,दिल्ली,Delhi
19,भारत,India
20,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
21,राष्ट्रपति,President (government title)
22,लाहौर उच्च न्यायालय,Lahore High Court
