,hindi,english
0,क्रिकेट,Cricket
1,जामनगर,Jamnagar
2,नवानगर,Nawanagar
3,भारतीय क्रिकेट टीम,India national cricket team
4,राजपूत,Rajput
5,एक दिवसीय अंतर्राष्ट्रीय,One Day International
6,क्रिकेट,Cricket
7,दिल्ली,Delhi
8,भारत,India
9,भारतीय,Indian
10,विकेट-कीपर,Wicket-keeper
11,अनुष्का शर्मा,Anushka Sharma
12,अर्जुन पुरस्कार,Arjuna Award
13,आईसीसी प्लेयर ऑफ़ द ईयर,Sir Garfield Sobers Trophy
14,इंडियन प्रीमियर लीग,Indian Premier League
15,इटली,Italy
16,ईएसपीएन क्रिकइन्फो,ESPNcricinfo
17,एक दिवसीय अंतरराष्ट्रीय,One Day International
18,एक दिवसीय अंतर्राष्ट्रीय,One Day International
19,ऑस्ट्रेलिया,Australia
20,कर्नाटक,Karnataka
21,कायदे आजम ट्रॉफी,Quaid-e-Azam Trophy
22,गौतम गंभीर,Gautam Gambhir
23,चेतन चौहान,Chetan Chauhan
24,जेम्स एंडरसन,James Anderson (cricketer)
25,ज्योफ्री बायकाट,Geoffrey Boycott
26,टेस्ट क्रिकेट,Test cricket
27,ट्विटर,Twitter
28,ट्वेन्टी-२० अंतरराष्ट्रीय,Twenty20 International
29,डकवर्थ लुईस नियम,Duckworth–Lewis–Stern method
30,डेनियल विटोरी,Daniel Vettori
31,दिल्ली,Delhi
32,नाबाद,Not out
33,पद्म श्री,Padma Shri
34,पाकिस्तान,Pakistan
35,पाकिस्तान क्रिकेट टीम,Pakistan national cricket team
36,पीटर सिडल,Peter Siddle
37,प्रथम श्रेणी क्रिकेट,First-class cricket
38,ब्रेट ली,Brett Lee
39,भारत,India
40,भारतीय अंडर-१९ क्रिकेट टीम,India national under-19 cricket team
41,भारतीय क्रिकेट टीम,India national cricket team
42,मलेशिया,Malaysia
43,महेंद्र सिंह धोनी,MS Dhoni
44,मिलान,MILAN
45,युवराज सिंह,Yuvraj Singh
46,राजीव गांधी खेल रत्न,Rajiv Gandhi Khel Ratna
47,राहुल द्रविड़,Rahul Dravid
48,रॉयल चैलेंजर्स बैंगलोर,Royal Challengers Bangalore
49,रॉयल चैलेंजर्स बैंगलौर,Royal Challengers Bangalore
50,लालचंद राजपूत,Lalchand Rajput
51,शिखर धवन,Shikhar Dhawan
52,श्रीलंका,Sri Lanka
53,सचिन तेंदुलकर,Sachin Tendulkar
54,स्टीव स्मिथ,Steve Smith (cricketer)
55,स्टुअर्ट क्लार्क,Stuart Clark
56,हर्षा भोगले,Harsha Bhogle
57,२०११ क्रिकेट विश्व कप,2011 Cricket World Cup
58,२०१२ एशिया कप,2012 Asia Cup
59,२०१५ क्रिकेट विश्व कप,2015 Cricket World Cup
60,२०१६ इंडियन प्रीमियर लीग,2016 Indian Premier League
61,२०१७ आईसीसी चैंपियंस ट्रॉफी,2017 ICC Champions Trophy
62,एक दिवसीय अंतरराष्ट्रीय,One Day International
63,क्रिकेट,Cricket
64,भारत,India
