,hindi,english
0,आम आदमी पार्टी,Aam Aadmi Party
1,उत्तर प्रदेश,Uttar Pradesh
2,ग़ाज़ियाबाद,Ghaziabad
3,चौधरी चरण सिंह विश्वविद्यालय,Chaudhary Charan Singh University
4,धर्मवीर भारती,Dharamvir Bharati
5,परमाणु: द स्टोरी ऑफ पोखरण,Parmanu: The Story of Pokhran
6,भारत,India
7,भारतीय,Indian
8,मेरठ,Meerut
9,17 अक्टूबर,October 17
10,1817,1817
11,1867,1867
12,1898,1898
13,27 मार्च,March 27
14,अखिल भारतीय मुस्लिम लीग,All-India Muslim League
15,अलीगढ़,Aligarh
16,अलीगढ़ मुस्लिम विश्वविद्यालय,Aligarh Muslim University
17,इंग्लैंड,England
18,इस्लाम,Islam
19,ईस्ट इंडिया कंपनी,East India Company
20,ईस्ट इण्डिया कम्पनी,East India Company
21,उर्दू,Urdu
22,उर्दू भाषा,Urdu
23,क़ुरान,Quran
24,गंगा,Ganges
25,गाजीपुर,Ghazipur
26,दिल्ली,Delhi
27,पंजाब,Punjab
28,पिता,Father
29,बनारस,Varanasi
30,बाइबिल,Bible
31,भारत,India
32,मिस्र,Egypt
33,मैनपुरी,Mainpuri
34,हिन्दी,Hindi
35,अनुभव सिन्हा,Anubhav Sinha
36,अलीगढ़,Aligarh
37,इरफान हबीब,Irfan Habib
38,उत्तर प्रदेश,Uttar Pradesh
39,उपराष्ट्रपति,Vice President of India
40,उर्दू,Urdu
41,के आसिफ,K. Asif
42,कैफी आजमी,Kaifi Azmi
43,क्रिकेट,Cricket
44,खान अब्दुल गफ्फार खान,Abdul Ghaffar Khan
45,जावेद अख्तर,Javed Akhtar
46,दलीप ताहिल,Dalip Tahil
47,दिल्ली,Delhi
48,ध्यानचंद,Dhyan Chand
49,नसीरुद्दीन शाह,Naseeruddin Shah
50,निज़ाम,Nizam of Hyderabad
51,पाकिस्तान,Pakistan
52,पियारा सिंह गिल,Piara Singh Gill
53,भाजपा,Bharatiya Janata Party
54,भारत,India
55,मानव संसाधन,Human resources
56,मीर उस्मान अली खान,Mir Osman Ali Khan
57,मोहम्मद हामिद अंसारी,Mohammad Hamid Ansari
58,मोहिंदर अमरनाथ,Mohinder Amarnath
59,राष्ट्रपति,President (government title)
60,राही मासूम रजा,Rahi Masoom Raza
61,लाला अमरनाथ,Lala Amarnath
62,लियाकत अली खान,Liaquat Ali Khan
63,विश्वविद्यालय,University
64,सर सैयद अहमद खान,Syed Ahmad Khan
65,साहिब सिंह वर्मा,Sahib Singh Verma
66,हैदराबाद,Hyderabad
67,हॉकी,Hockey
68,लखनऊ,Lucknow
