,hindi,english
0,भारत,India
1,भारत सरकार,Government of India
2,राजनीति,Politics
3,भारत रत्न,Bharat Ratna
4,भारतीय,Indian
5,भारिप बहुजन महासंघ,Bharipa Bahujan Mahasangh
6,भीमराव आम्बेडकर,B. R. Ambedkar
7,रमाबाई आम्बेडकर,Ramabai Bhimrao Ambedkar
8,वंचित बहुजन आघाड़ी,Vanchit Bahujan Aghadi
9,सविता आम्बेडकर,B. R. Ambedkar
10,सांसद,Member of parliament
11,भारत,India
12,भारतीय क्रिकेट नियंत्रण बोर्ड,Board of Control for Cricket in India
13,महाराष्ट्र,Maharashtra
14,राष्ट्रवादी कांग्रेस पार्टी,Nationalist Congress Party
15,भारत,India
16,भारतीय,Indian
17,महाराष्ट्र,Maharashtra
18,राष्ट्रवादी कांग्रेस पार्टी,Nationalist Congress Party
