,hindi,english
0,अफ़्रीका,Africa
1,अबु बक्र,Abu Bakr
2,अरबी प्रायद्वीप,Arabian Peninsula
3,अल्लाह,Allah
4,अहमदिया,Ahmadiyya
5,इंडोनेशिया,Indonesia
6,इब्राहीमी धर्म,Abrahamic religions
7,इस्लाम का स्वर्ण युग,Islamic Golden Age
8,इस्लामी दुनिया,Muslim world
9,इस्लामी वास्तुकला,Islamic architecture
10,इस्लामी संस्कृति,Islamic culture
11,ईद,Eid
12,ईरान,Iran
13,ईशनिंदा,Blasphemy
14,ईश्वर,God
15,ईसाई,Christians
16,ईसाई धर्म,Christianity
17,उमय्यद ख़िलाफ़त,Umayyad Caliphate
18,उमर,Umar
19,उस्मानी साम्राज्य,Ottoman Empire
20,एकेश्वरवाद,Monotheism
21,कलाम,Kalam (disambiguation)
22,क़ुरआन,Quran
23,काबा,Kaaba
24,ख़िलाफ़त,Caliphate
25,ख़ुदा,Khuda
26,चीन,China (region)
27,ज़कात,Zakat
28,ज़बूर,Zabur
29,तक़दीर,Predestination in Islam
30,तुर्की,Turkey
31,तौहीद,Tawhid
32,दक्षिण एशिया,South Asia
33,दक्षिण पूर्व एशिया,Southeast Asia
34,दर्शनशास्त्र,Philosophy
35,दाऊद,David
36,देवबन्दी,Deobandi
37,नबी,Prophet
38,नमाज़,Salah
39,पारसी धर्म,Zoroastrianism
40,फ़ातिमा,Fatimah
41,भारत,India
42,भारत में इस्लाम,Islam in India
43,मंगोल,Mongols
44,मक्का,Mecca (disambiguation)
45,मध्य एशिया,Central Asia
46,मध्य पूर्व,Middle East
47,मलाइका,Angels in Islam
48,मस्जिद,Mosque
49,मिस्र,Egypt
50,मुग़ल साम्राज्य,Mughal Empire
51,मुसलमान,Muslims
52,मुहम्मद,Muhammad
53,मुहर्रम,Muharram
54,मूसा,Moses
55,मोइनुद्दीन चिश्ती,Moinuddin Chishti
56,यहूदी,Jews
57,यहूदी धर्म,Judaism
58,यूरोप,Europe
59,यौम अल-क़ियामा,Islamic eschatology
60,रमज़ान,Ramadan
61,शरीयत,Sharia
62,शिया इस्लाम,Shia Islam
63,सुन्नी इस्लाम,Sunni Islam
64,सौम,Fasting in Islam
65,हज,Hajj
66,हदीस,Hadith
67,हिजरी,Islamic calendar
68,हिन्दू धर्म,Hinduism
69,आठवीं अनुसूची,Eighth Schedule to the Constitution of India
70,आठवीं शताब्दी,8th century
71,कथासरित्सागर,Kathasaritsagara
72,कन्नड लिपि,Kannada script
73,कर्नाटक,Karnataka
74,गुणाढ्य,Gunadhya
75,तमिल,Tamils
76,द्रविड़ भाषा-परिवार,Dravidian languages
77,नीलगिरि जिला,The Nilgiris district
78,बृहत्कथा,Brihatkatha
79,बृहत्संहिता,Bṛhat Saṃhitā
80,भारत,India
81,भारत सरकार,Government of India
82,भाषा,Language
83,मराठी भाषा,Marathi language
84,महाभारत,Mahabharata
85,राजभाषा,Official language
86,रामायण,Ramayana
87,संस्कृत भाषा,Sanskrit
88,सोमदेव,Somadeva
89,हिंदी,Hindi
90,१२वीं शताब्दी,12th century
91,९वीं शताब्दी,9th century
92,कन्नड साहित्य परिषद,Kannada Sahitya Parishat
93,कर्नाटक,Karnataka
94,कला,Art
95,संगीत,Music
96,संस्कृति,Culture
97,१९१५,1915
98,१९४८,1948
