,hindi,english
0,जयप्रकाश नारायण,Jayaprakash Narayan
1,भारत,India
2,रेमन मैगसेसे पुरस्कार,Ramon Magsaysay Award
3,भारत,India
4,ललित कला,Fine art
5,ललित कला अकादमी,Lalit Kala Akademi
6,अंग्रेजी साहित्य,English literature
7,इलाहाबाद,Allahabad
8,उपन्यास,Novel
9,जगद्गुरु रामानन्दाचार्य राजस्थान संस्कृत विश्वविद्यालय,Jagadguru Ramanandacharya Rajasthan Sanskrit University
10,जयपुर,Jaipur
11,दिल्ली,Delhi
12,दूरदर्शन,Television
13,नाटक,Drama
14,पाश्चात्य दर्शन,Western philosophy
15,भट्ट मथुरानाथ शास्त्री,Bhatt Mathuranath Shastri
16,भवानी सिंह,Bhawani Singh
17,भारत,India
18,भारत सरकार,Government of India
19,भाषा,Language
20,महाराजा,Maharaja
21,राजभाषा,Official language
22,राजस्थान,Rajasthan
23,राजस्थान विश्वविद्यालय,University of Rajasthan
24,राष्ट्रपति,President (government title)
25,वेद,Vedas
26,शिक्षा,Education
27,संस्कृत नाटक,Indian classical drama
28,संस्कृत साहित्य,Sanskrit literature
29,संस्कृति,Culture
30,साहित्य,Literature
31,हिन्दी,Hindi
