,hindi,english
0,केरल,Kerala
1,केरल विश्वविद्यालय,University of Kerala
2,तमिल,Tamils
3,दुबई,Dubai
4,पंजाबी,Punjabi
5,भारत,India
6,अलीगढ़ मुस्लिम विश्वविद्यालय,Aligarh Muslim University
7,केरल,Kerala
8,छत्तीसगढ़,Chhattisgarh
9,दिल्ली,Delhi
10,भारतीय पुरातत्व सर्वेक्षण,Archaeological Survey of India
11,अमेरिकी सीनेट,United States Senate
12,इंडोनेशिया,Indonesia
13,इलिनॉय,Illinois
14,ग्रैमी पुरस्कार,Grammy Award
15,जकार्ता,Jakarta
16,जॉर्ज वॉकर बुश,George W. Bush
17,नोबेल शांति पुरस्कार,Nobel Peace Prize
18,न्यूयॉर्क,New York (state)
19,पर्यावरण,Biophysical environment
20,शिकागो,Chicago
21,शिकागो ट्रिब्यून,Chicago Tribune
22,शिकागो विधि विश्वविद्यालय,University of Chicago Law School
23,संवैधानिक कानून,Constitutional law
24,हवाई,Hawaii
25,हार्वर्ड लॉ रिव्यू,Harvard Law Review
26,हार्वर्ड लॉ स्कूल,Harvard Law School
27,होनोलूलू,Honolulu
28,१९६१,1961
29,२० जनवरी,January 20
30,२००८,2008
31,२००९,2009
32,४ अगस्त,August 4
33,५ जून,June 5
34,अकेडेमी पुरस्कार,Academy Awards
35,अनिल कपूर,Anil Kapoor
36,ऑस्कर पुरस्कार,Academy Awards
37,गुलज़ार,Gulzar
38,डेविड बॉयल,David Boyle
39,दीवार,Wall
40,देव पटेल,Dev Patel
41,महेश मांजरेकर,Mahesh Manjrekar
42,मुंबई,Mumbai
43,विकास स्वरुप,Vikas Swarup
44,सौरभ शुक्ला,Saurabh Shukla
45,२००९,2009
46,२२ फरवरी,February 22
