,hindi,english
0,कर्नाटक,Karnataka
1,बेलगाम,Belgaum
2,भारत,India
3,भारतीय महिला वनडे क्रिकेट खिलाड़ियों की सूची,List of India women ODI cricketers
4,१९७५ क्रिकेट विश्व कप,1975 Cricket World Cup
5,अंडर-१९ क्रिकेट विश्व कप,Under-19 Cricket World Cup
6,अप्रैल,April
7,इंडियन प्रीमियर लीग,Indian Premier League
8,कर्नाटक,Karnataka
9,किंग्स इलेवन पंजाब,Kings XI Punjab
10,क्रिकेट,Cricket
11,नाबाद,Not out
12,भारत,India
13,भारतीय,Indian
14,मैच,Match
15,विकेट-कीपर,Wicket-keeper
16,सिडनी,Sydney
17,२०१८ इंडियन प्रीमियर लीग,2018 Indian Premier League
