,hindi,english
0,भारत,India
1,भारतीय नौसेना,Indian Navy
2,सेना,Military
3,सेना पदक,Sena Medal
4,एथेंस,Athens
5,जर्मनी,Germany
6,जापान,Japan
7,जेनोआ,Genoa
8,द्वितीय विश्वयुद्ध,World War II
9,पनडुब्बी,Submarine
10,ब्रिटेन,Britain
11,वायुयान,Aircraft
12,असम राइफल्स,Assam Rifles
13,भारत,India
14,भारत के राष्ट्रपति,President of India
15,भारतीय वायु सेना,Indian Air Force
16,वीर चक्र,Vir Chakra
17,सेना पदक,Sena Medal
18,थलसेना,Army
19,नौसेना,Navy
20,भारतीय वायुसेना,Indian Air Force
21,युद्ध,War
22,लड़ाकू विमान,Fighter aircraft
23,विमान,Vimana
24,सेना,Military
