,hindi,english
0,पद्म श्री,Padma Shri
1,भारत सरकार,Government of India
2,अभिनेता,Actor
3,कृषि,Agriculture
4,चिरंजीवी,Chiranjeevi
5,तेलुगू सिनेमा,Telugu cinema
6,दिलीप कुमार,Dilip Kumar
7,पशुपालन,Animal husbandry
8,प्रभास,Prabhas
9,भारत,India
10,भारतीय जनता पार्टी,Bharatiya Janata Party
11,यश चोपड़ा,Yash Chopra
12,रेखा,Rekha
13,लोक सभा,Lok Sabha
14,विधेयक,Bill (law)
15,अभिनेता,Actor
16,इंटरनेट मूवी डेटाबेस,IMDb
17,भारतीय,Indian
18,इंटरनेट मूवी डेटाबेस,IMDb
19,ट्विटर,Twitter
20,पायुम पूली (2015 फ़िल्म),Paayum Puli (2015 film)
21,फेसबुक,Facebook
