,hindi,english
0,उमर अब्दुल्ला,Omar Abdullah
1,भारत,India
2,राजा,Monarch
3,हितोपदेश,Hitopadesha
4,पंद्रहवीं लोकसभा,15th Lok Sabha
5,भारत सरकार,Government of India
6,महाराष्ट्र,Maharashtra
7,राज्य सभा,Rajya Sabha
8,अलीगढ़ मुस्लिम विश्वविद्यालय,Aligarh Muslim University
9,उधमपुर,Udhampur
10,जम्मू,Jammu Division
11,जम्मू और कश्मीर,Jammu and Kashmir (state)
12,जवाहरलाल नेहरू,Jawaharlal Nehru
13,दिल्ली विश्वविद्यालय,University of Delhi
14,दूत,Envoy (title)
15,पर्यटन,Tourism
16,पुस्तकालय,Library
17,भारत,India
18,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
19,मातृभाषा,First language
20,राज्यपाल,Governor
21,लोक सभा,Lok Sabha
22,विश्वविद्यालय,University
23,संग्रहालय,Museum
