,hindi,english
0,देविका रानी,Devika Rani
1,भारत,India
2,राष्ट्रीय फ़िल्म पुरस्कार,National Film Awards
3,गायक,Singer
4,दिल्ली,Delhi
5,ध्रुपद,Dhrupad
6,पुनर्जागरण,Renaissance
7,भारत,India
8,लखनऊ,Lucknow
9,शास्त्रीय संगीत,Indian classical music
10,संगीत,Music
11,स्वरलिपि,Swaralipi
12,हिन्दुस्तानी शास्त्रीय संगीत,Hindustani classical music
13,१० अगस्त,August 10
14,१९३६,1936
15,किशन महाराज,Kishan Maharaj
16,सरोद,Sarod
17,हिन्दुस्तानी शास्त्रीय संगीत,Hindustani classical music
18,अंकित तिवारी,Ankit Tiwari
19,अवध के नवाब,Nawab of Awadh
20,आगरा,Agra
21,इलाहाबाद,Allahabad
22,ईस्ट इंडिया कंपनी,East India Company
23,उत्तर प्रदेश,Uttar Pradesh
24,ऊन,Wool
25,कन्नौज,Kannauj
26,कानपुर मैमोरियल चर्च,Kanpur Memorial Church
27,कानपुर सेंट्रल रेलवे स्टेशन,Kanpur Central railway station
28,कालपी,Kalpi
29,कोलकाता,Kolkata
30,गंगा,Ganges
31,गणेश शंकर विद्यार्थी,Ganesh Shankar Vidyarthi
32,गोरखपुर,Gorakhpur
33,ग्रैंड ट्रंक सड़क,Grand Trunk Road
34,चेन्नई,Chennai
35,जबलपुर,Jabalpur
36,जाजमऊ,Jajmau
37,जूट,Jute
38,जैन,Jainism
39,झाँसी,Jhansi
40,दिल्ली,Delhi
41,द्वितीय विश्वयुद्ध,World War II
42,नाना राव पार्क,Nana Rao Park
43,नाना साहब,Nana Saheb
44,नील,Indigo dye
45,फतेहपुर,"Fatehpur, Uttar Pradesh"
46,बांदा,"Banda, Uttar Pradesh"
47,बिठूर,Bithoor
48,भारत,India
49,भोपाल,Bhopal
50,मगध,Magadha
51,मथुरा,Mathura
52,महाभारत,Mahabharata
53,मुंबई,Mumbai
54,मुस्लिम,Muslims
55,मेरठ,Meerut
56,राजू श्रीवास्तव,Raju Srivastav
57,राज्य,State (polity)
58,रामनाथ कोविंद,Ram Nath Kovind
59,राष्ट्रीय शर्करा संस्था,National Sugar Institute
60,लखनऊ,Lucknow
61,वाराणसी,Varanasi
62,शहर,City
63,शिवपुरी,Shivpuri
64,सूती वस्त्र,Cotton
65,सूरत,Surat
66,हरकोर्ट बटलर प्रौद्योगिकी संस्थान,Harcourt Butler Technical University
67,हवाई अड्डा,Airport
68,हावड़ा,Howrah
69,हिन्दू,Hindus
70,२०११,2011
