,hindi,english
0,भरतपुर,"Bharatpur, Rajasthan"
1,चित्तौड़गढ़,Chittorgarh
2,दिल्ली सल्तनत,Delhi Sultanate
3,बप्पा रावल,Bappa Rawal
4,महाराणा,Maharana
5,मेवाड़,Mewar
6,राजस्थान,Rajasthan
7,राणा,Rana (title)
8,राणा कुम्भ,Kumbha of Mewar
9,अजमेर,Ajmer
10,आमेर,"Amer, India"
11,कर,Tax
12,गीतगोविन्द,Gita Govinda
13,गुजरात,Gujarat
14,चित्तौड़गढ़,Chittorgarh
15,दिल्ली,Delhi
16,नागौर,Nagaur
17,भारत,India
18,मंडोर,Mandore
19,महाराणा प्रताप,Maharana Pratap
20,मालवा,Malwa
21,मेवाड़,Mewar
22,राजपूत,Rajput
23,राणा कुम्भ,Kumbha of Mewar
24,राणा मोकल,Mokal Singh
25,राणा रायमल,Rana Raimal
26,विजय स्तम्भ,Vijaya Stambha
27,वीणा,Veena
28,शिल्पशास्त्र,Shilpa Shastras
29,संगीत,Music
30,सारंगपुर,"Sarangpur, Madhya Pradesh"
31,ईरान,Iran
32,कोटा,"Kota, Rajasthan"
33,जोधपुर,Jodhpur
34,मारवाड़,Marwar
35,मुहता नैणसी,Muhnot Nainsi
36,राजस्थान,Rajasthan
37,शिवाजी,Shivaji
38,सिंहगढ़,Sinhagad
