,hindi,english
0,झारखंड,Jharkhand
1,राँची जिला,Ranchi district
2,नागपुरी भाषा,Sadri language
3,मेदिनी राय,Medini Ray
4,राजा,Monarch
5,कृष्ण सिंह,Shri Krishna Singh (politician)
6,केदार पांडे,Kedar Pandey
7,गिरीडीह,Giridih
8,जगन्नाथ मिश्र,Jagannath Mishra
9,नितीश कुमार,Nitish Kumar
10,पटना,Patna
11,बिहार के मुख्यमंत्री,List of chief ministers of Bihar
12,भारत,India
13,भारतीय,Indian
14,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
15,राज्य सभा,Rajya Sabha
16,लोक सभा,Lok Sabha
17,करमा,Karam (festival)
18,कुड़मी महतो,Kudumi Mahato
19,कुरमाली भाषा,Kurmali language
20,जितिया,Jivitputrika
21,झारखंड मुक्ति मोर्चा,Jharkhand Mukti Morcha
22,धनबाद जिला,Dhanbad district
23,भारत,India
24,राज किशोर महतो,Raj Kishore Mahato
