,hindi,english
0,जम्मू और कश्मीर,Jammu and Kashmir (state)
1,फारूक अब्दुल्ला,Farooq Abdullah
2,ब्रिटेन,Britain
3,भारतीय,Indian
4,लोक सभा,Lok Sabha
5,गिनी,Guinea
6,जम्मू,Jammu Division
7,जवाहरलाल नेहरू विश्वविद्यालय,Jawaharlal Nehru University
8,नई दिल्ली,New Delhi
9,भारत,India
10,राजनीति विज्ञान,Political science
11,लाइबेरिया,Liberia
12,सिएरा लियोन,Sierra Leone
13,आत्मकथा,Autobiography
14,फारूक अब्दुल्ला,Farooq Abdullah
15,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
16,असम,Assam
17,कश्मीर विश्वविद्यालय,University of Kashmir
18,जम्मू और कश्मीर,Jammu and Kashmir (state)
19,जम्मू और कश्मीर पीपुल्स डेमोक्रेटिक पार्टी,Jammu and Kashmir Peoples Democratic Party
20,बिजबिहारा,Bijbehara
21,भारतीय,Indian
22,मुफ़्ती मोहम्मद सईद,Mufti Mohammad Sayeed
23,सैयदा अनवरा तैमूर,Anwara Taimur
