,hindi,english
0,तमिल भाषा,Tamil language
1,नाटक,Drama
2,पद्म भूषण,Padma Bhushan
3,भारत,India
4,भारत सरकार,Government of India
5,१९७१,1971
6,अवतार,Avatar
7,असहयोग आन्दोलन,Non-cooperation movement
8,उपन्यास,Novel
9,एम एस सुब्बलक्ष्मी,M. S. Subbulakshmi
10,कर्नाटक,Karnataka
11,कला,Art
12,कवि,Poet
13,चक्रवर्ती राजगोपालाचारी,C. Rajagopalachari
14,चेन्नै,Chennai
15,चोल,Chola dynasty
16,तमिल,Tamils
17,तमिलनाडु,Tamil Nadu
18,धर्म,Dharma
19,नमक सत्याग्रह,Salt March
20,पोंनियिन सेलवन,Ponniyin Selvan
21,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
22,मद्रास,Chennai
23,मयीलाडूतुरै,Mayiladuthurai
24,महात्मा गांधी,Mahatma Gandhi
25,महाबलीपुरम,Mamallapuram
26,यक्ष्मा,Tuberculosis
27,विष्णु,Vishnu
28,साहित्य,Literature
29,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
30,सेलम,"Salem, Tamil Nadu"
31,स्थापत्य कला,Architecture
32,हिन्दु,Hinduism
33,आण्डाल,Andal
34,उपन्यास,Novel
35,कवि,Poet
36,गीतकार,Lyricist
37,तमिल भाषा,Tamil language
38,नास्तिकता,Atheism
39,भारत,India
40,शिकागो,Chicago
41,संयुक्त राज्य अमेरिका,United States
42,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
43,हिन्दू धर्म,Hinduism
